"","X","coordinateUncertaintyInMeters","occurrenceStatus","decimalLongitude","decimalLatitude"
"4501",4501,29433,"PRESENT",-732761.882984131,231648.679603449
"4502",4502,25,"PRESENT",-1231981.19192684,1858128.19784921
"4503",4503,25,"PRESENT",-1227773.97708248,1858279.53777436
"4504",4504,25,"PRESENT",-1224691.46945861,1858821.93360012
"4505",4505,25,"PRESENT",-1224690.55172718,1858819.46270385
"4506",4506,10,"PRESENT",-1302250.8607074,2089711.14725642
"4507",4507,NA,"PRESENT",-725949.592766456,736732.380077694
"4508",4508,NA,"PRESENT",-487599.965468012,1652549.79163339
"4509",4509,NA,"PRESENT",-467107.787644621,1640316.50490517
"4510",4510,NA,"PRESENT",-940957.297358966,1577119.27242525
"4511",4511,NA,"PRESENT",-434110.52005083,1095489.6411411
"4512",4512,NA,"PRESENT",-371197.089840795,1415176.97861124
"4513",4513,NA,"PRESENT",-2147202.02773638,2877755.79749647
"4514",4514,NA,"PRESENT",-533362.615134396,573456.508355755
"4515",4515,NA,"PRESENT",-533147.81288557,568849.231009848
"4516",4516,NA,"PRESENT",-552188.075983386,784088.989547568
"4517",4517,NA,"PRESENT",-558625.959212573,783548.825064684
"4518",4518,NA,"PRESENT",-559142.109714676,784920.153671177
"4519",4519,NA,"PRESENT",-2079169.44888616,3473018.84299494
"4520",4520,NA,"PRESENT",-1280048.25546576,2124615.00247409
"4521",4521,NA,"PRESENT",-509979.428479897,865823.06708772
"4522",4522,NA,"PRESENT",-2075164.14940218,3472898.52341884
"4523",4523,NA,"PRESENT",-533359.514208439,573524.840916626
"4524",4524,NA,"PRESENT",-552190.937244488,784078.713305334
"4525",4525,NA,"PRESENT",-558620.767022967,783563.049298547
"4526",4526,NA,"PRESENT",-529070.467905161,908810.771586087
"4527",4527,NA,"PRESENT",-939874.887037317,1576302.00898549
"4528",4528,NA,"PRESENT",-464100.566343426,781202.460730607
"4529",4529,NA,"PRESENT",-592332.604035088,826142.726502945
"4530",4530,NA,"PRESENT",-555114.276358372,443271.029767267
"4531",4531,NA,"PRESENT",-1894562.63951648,2544791.04575737
"4532",4532,NA,"PRESENT",-1884021.56143895,2663930.87640662
"4533",4533,NA,"PRESENT",-1882072.59146562,2663035.06493785
"4534",4534,25,"PRESENT",-2086655.70063626,3477276.51814902
"4535",4535,30683,"PRESENT",-345991.986735495,1625585.58586923
"4536",4536,31451,"PRESENT",-2073285.52805586,3480699.71508208
"4537",4537,31451,"PRESENT",-2079293.52519578,3486676.26243589
"4538",4538,31344,"PRESENT",-1962557.03370806,2797033.76307522
"4539",4539,31126,"PRESENT",-1754291.08382051,2247489.72488051
"4540",4540,31126,"PRESENT",-1736201.00061859,2250164.11648574
"4541",4541,NA,"PRESENT",-2067200.37533159,3470497.39567495
"4542",4542,NA,"PRESENT",-2070211.42755146,3472660.46316214
"4543",4543,NA,"PRESENT",-2070400.58612837,3472779.93744722
"4544",4544,NA,"PRESENT",-2067199.86047067,3470497.89228435
"4545",4545,NA,"PRESENT",-2075058.43552817,3470199.90691624
"4546",4546,NA,"PRESENT",-2085392.28175309,3475914.00428377
"4547",4547,NA,"PRESENT",-2080491.50655357,3474306.82436816
"4548",4548,NA,"PRESENT",-518916.050661562,840727.21930749
"4549",4549,NA,"PRESENT",-2070851.45563851,3471019.9932228
"4550",4550,NA,"PRESENT",-1313737.80554118,2112794.49926056
"4551",4551,NA,"PRESENT",-1755405.20656478,2243094.2647892
"4552",4552,NA,"PRESENT",-525909.892103946,841305.123765354
"4553",4553,NA,"PRESENT",-2068383.75032199,3469706.57626111
"4554",4554,NA,"PRESENT",-2062933.71105541,3484388.66371241
"4555",4555,NA,"PRESENT",-1883500.0988485,2668030.44724114
"4556",4556,NA,"PRESENT",-1876704.55058947,2659676.95819131
"4557",4557,31451,"PRESENT",-2087126.02978612,3476576.94301265
"4558",4558,NA,"PRESENT",-1755155.11082596,2253583.74517566
"4559",4559,NA,"PRESENT",-540638.939794062,598002.579456464
"4560",4560,NA,"PRESENT",-2058776.63745773,3533931.02289856
"4561",4561,NA,"PRESENT",-1883449.50904676,2667840.15920637
"4562",4562,30870,"PRESENT",-1240194.15571958,1842368.63892613
"4563",4563,30377,"PRESENT",-571652.585489794,1203884.49030718
"4564",4564,30377,"PRESENT",-572063.300350398,1223178.01395035
"4565",4565,30913,"PRESENT",-1576689.80517152,1894765.57164135
"4566",4566,NA,"PRESENT",-1375077.64686819,1998109.14557824
"4567",4567,NA,"PRESENT",-2073019.39802117,3473026.81277703
"4568",4568,NA,"PRESENT",-1613754.58011115,4069967.77857152
"4569",4569,NA,"PRESENT",-1034835.06617083,264148.859873567
"4570",4570,NA,"PRESENT",-821533.571265516,1799025.48804538
"4571",4571,NA,"PRESENT",-1372196.41158801,2036674.73462206
"4572",4572,30885,"PRESENT",-1228039.82212382,1877183.49804269
"4573",4573,NA,"PRESENT",-1313497.61338733,2133721.17344416
"4574",4574,NA,"PRESENT",-655364.553327048,611859.282667437
"4575",4575,NA,"PRESENT",-2083030.57465464,3494363.02320832
"4576",4576,NA,"PRESENT",-914542.998220018,1553685.32969628
"4577",4577,NA,"PRESENT",-930265.608699783,1544256.4999233
"4578",4578,NA,"PRESENT",-1807370.40055099,4083172.89015092
"4579",4579,NA,"PRESENT",-1231743.94085745,1856870.81978665
"4580",4580,NA,"PRESENT",-720948.125803717,350329.794450998
"4581",4581,10,"PRESENT",-967942.332096565,1564705.01620751
"4582",4582,NA,"PRESENT",-1545054.25179318,1920828.60876498
"4583",4583,NA,"PRESENT",-965981.206314313,1574027.58824809
"4584",4584,NA,"PRESENT",-434927.774026486,933952.214402888
"4585",4585,NA,"PRESENT",-1240610.51676712,2107820.78378023
"4586",4586,NA,"PRESENT",-2147940.99376788,3208479.12206708
"4587",4587,NA,"PRESENT",-425666.211466636,895999.779585597
"4588",4588,NA,"PRESENT",-583099.207589416,349854.968010439
"4589",4589,NA,"PRESENT",-1334497.92686089,1979001.44099323
"4590",4590,NA,"PRESENT",-1333487.2870894,1977374.67521636
"4591",4591,NA,"PRESENT",-1335390.11083712,1976792.91979426
"4592",4592,NA,"PRESENT",-1341828.78421526,1987597.27270265
"4593",4593,NA,"PRESENT",-1337479.86578864,1982965.5988053
"4594",4594,NA,"PRESENT",-1342228.54746866,1987778.9549514
"4595",4595,NA,"PRESENT",-1338779.07906014,1984460.15480803
"4596",4596,NA,"PRESENT",-1337609.09137208,1958590.02713194
"4597",4597,NA,"PRESENT",-1756408.3203993,2253064.88054212
"4598",4598,30841,"PRESENT",-1208360.85323989,1804106.69765263
"4599",4599,1000,"PRESENT",-1485274.29853866,1861603.75367455
"4600",4600,10,"PRESENT",-1224563.1801137,1858952.96060954
"4601",4601,10,"PRESENT",-1224643.10099585,1858710.14423626
"4602",4602,10,"PRESENT",-1224484.2555271,1858902.9973652
"4603",4603,10,"PRESENT",-931253.466592725,1597645.70585377
"4604",4604,10,"PRESENT",-928141.688346721,1550395.25087325
"4605",4605,10,"PRESENT",-907255.708025565,1511846.15401471
"4606",4606,NA,"PRESENT",-1944944.26394579,2799665.81141978
"4607",4607,NA,"PRESENT",-1251357.99123896,1851069.99683334
"4608",4608,NA,"PRESENT",-2156985.30834189,3214307.52359456
"4609",4609,77962,"PRESENT",-1251999.97348377,1847392.1277239
"4610",4610,77962,"PRESENT",-1250489.07950879,1846245.26227427
"4611",4611,NA,"PRESENT",-1947617.8273668,2801690.15924286
"4612",4612,NA,"PRESENT",-1221041.44776228,1859383.67722856
"4613",4613,NA,"PRESENT",-1224455.5298714,1858871.38965856
"4614",4614,NA,"PRESENT",-1301904.96141837,2090102.714053
"4615",4615,NA,"PRESENT",-901822.187764664,1924640.36742486
"4616",4616,NA,"PRESENT",-1313755.4669898,2109976.05468795
"4617",4617,NA,"PRESENT",-1309061.45359338,1916828.80605648
"4618",4618,NA,"PRESENT",-1310747.01327932,1915649.14244634
"4619",4619,NA,"PRESENT",-1358864.51626624,1883332.54772357
"4620",4620,NA,"PRESENT",-1721050.27952119,2295836.32755693
"4621",4621,NA,"PRESENT",-1300773.9967823,2125081.73752349
"4622",4622,NA,"PRESENT",-2067251.99202665,3469032.61319004
"4623",4623,NA,"PRESENT",-2117879.25241148,3531806.93009328
"4624",4624,NA,"PRESENT",-1313132.38603535,2118086.88220747
"4625",4625,NA,"PRESENT",-1859413.7795475,2481992.87499054
"4626",4626,NA,"PRESENT",-1805529.17218373,2409744.71088322
"4627",4627,NA,"PRESENT",-521955.482758219,399547.138378381
"4628",4628,NA,"PRESENT",-550410.968289575,439189.397410473
"4629",4629,NA,"PRESENT",-490383.775662132,1536834.08128556
"4630",4630,NA,"PRESENT",-791150.764605178,1194168.42600634
"4631",4631,NA,"PRESENT",-761201.958445305,1123325.60439446
"4632",4632,NA,"PRESENT",-426321.92866183,895617.110718615
"4633",4633,NA,"PRESENT",-1809859.72030995,2420619.23629965
"4634",4634,NA,"PRESENT",-1807962.65810007,4075535.2725895
"4635",4635,NA,"PRESENT",-1082717.2825956,2120543.94421689
"4636",4636,NA,"PRESENT",-1330996.12222862,2103835.7506401
"4637",4637,NA,"PRESENT",-1328712.13859393,2104209.71550303
"4638",4638,NA,"PRESENT",-1326770.24047019,2105606.01947749
"4639",4639,NA,"PRESENT",-1324111.14356546,2112833.24791413
"4640",4640,NA,"PRESENT",-2068588.03593503,3550978.66906254
"4641",4641,NA,"PRESENT",-565135.298944389,644334.031234188
"4642",4642,NA,"PRESENT",-519750.27749364,886476.540056458
"4643",4643,NA,"PRESENT",-522030.173880315,887264.854818915
"4644",4644,NA,"PRESENT",-1752707.4944607,2256394.18976589
"4645",4645,NA,"PRESENT",-1681957.02481568,2229813.66847322
"4646",4646,NA,"PRESENT",-523930.449010886,913990.251724358
"4647",4647,NA,"PRESENT",-368910.563829541,1609980.20519305
"4648",4648,NA,"PRESENT",-1288395.03843039,2138606.02378992
"4649",4649,NA,"PRESENT",-464450.501733058,1625054.30843349
"4650",4650,NA,"PRESENT",-423238.781142886,892502.918071372
"4651",4651,NA,"PRESENT",-1806122.38794795,4088118.07063023
"4652",4652,1000,"PRESENT",-1224624.42333986,1858895.18995826
"4653",4653,29751,"PRESENT",-562147.258410973,527357.796148108
"4654",4654,NA,"PRESENT",-2086891.66340045,3477150.30153283
"4655",4655,NA,"PRESENT",-365876.822805053,1610894.92241073
"4656",4656,NA,"PRESENT",-641539.726751513,1700309.26463249
"4657",4657,NA,"PRESENT",-508314.717486788,1064280.32235122
"4658",4658,NA,"PRESENT",-1217862.54587037,2137078.96158491
"4659",4659,NA,"PRESENT",-2186840.12267385,2855463.56412463
"4660",4660,NA,"PRESENT",-1895946.06779634,2546611.62138884
"4661",4661,NA,"PRESENT",-588090.847381706,727914.689096209
"4662",4662,NA,"PRESENT",-536487.234221208,585209.441809109
"4663",4663,NA,"PRESENT",-1946756.54938156,2801613.90427716
"4664",4664,NA,"PRESENT",-1565947.52115637,2092323.13766917
"4665",4665,NA,"PRESENT",-545720.56223376,530009.743224956
"4666",4666,NA,"PRESENT",-1330171.90247695,1972049.87638099
"4667",4667,NA,"PRESENT",-1332093.80895452,1969435.76989475
"4668",4668,NA,"PRESENT",-1334226.31005091,1978613.98864292
"4669",4669,NA,"PRESENT",-1336163.29289115,1977319.65424022
"4670",4670,NA,"PRESENT",-1336125.24615725,1980427.79413979
"4671",4671,NA,"PRESENT",-1342132.74554111,1987445.58642829
"4672",4672,31451,"PRESENT",-2086598.44724659,3473730.30170095
"4673",4673,100,"PRESENT",-1235891.55420246,1859235.84547014
"4674",4674,NA,"PRESENT",-1664554.42356351,2210762.90677882
"4675",4675,NA,"PRESENT",-1922897.46632804,2593408.01269641
"4676",4676,NA,"PRESENT",-2063386.90635564,3480777.57601277
"4677",4677,31451,"PRESENT",-2061961.74381804,3481522.76823464
"4678",4678,NA,"PRESENT",-574360.311012624,367463.165489279
"4679",4679,NA,"PRESENT",-568672.600051354,414877.846498852
"4680",4680,NA,"PRESENT",-632381.303101273,315425.755957332
"4681",4681,NA,"PRESENT",-1822147.37443035,4082851.02919568
"4682",4682,NA,"PRESENT",-2087972.87178333,3475865.18378438
"4683",4683,NA,"PRESENT",-472913.936897247,961650.891221557
"4684",4684,NA,"PRESENT",-1342307.9189334,2078289.30119245
"4685",4685,NA,"PRESENT",-1307935.04089347,2126019.56277614
"4686",4686,31451,"PRESENT",-2059479.20913358,3484410.46042104
"4687",4687,NA,"PRESENT",-527132.430372842,960591.995729213
"4688",4688,NA,"PRESENT",-1895892.56544894,2547051.21986303
"4689",4689,NA,"PRESENT",-474640.536257557,963239.809616985
"4690",4690,NA,"PRESENT",-600756.92408288,1169080.83382483
"4691",4691,NA,"PRESENT",-474030.612172554,961629.14946646
"4692",4692,NA,"PRESENT",-599337.752799063,1067081.52395597
"4693",4693,NA,"PRESENT",-692645.536829816,1766055.65854404
"4694",4694,NA,"PRESENT",-692824.199013532,1758643.99471885
"4695",4695,NA,"PRESENT",-650158.264844455,1704272.59940408
"4696",4696,NA,"PRESENT",-654087.244936736,1713847.12136086
"4697",4697,NA,"PRESENT",-672114.046456,1737321.36652628
"4698",4698,NA,"PRESENT",-686362.015292109,1760908.51931213
"4699",4699,NA,"PRESENT",-692846.541505735,1757274.46604539
"4700",4700,NA,"PRESENT",-1665129.27072777,2208247.61525416
"4701",4701,NA,"PRESENT",-2086046.94233453,3476748.77541834
"4702",4702,NA,"PRESENT",-422486.998697607,892514.102077976
"4703",4703,NA,"PRESENT",-1891291.27493376,2546037.55118063
"4704",4704,NA,"PRESENT",-538053.549139009,1669590.67416997
"4705",4705,NA,"PRESENT",-475732.539206425,1641939.9858715
"4706",4706,NA,"PRESENT",-461352.43172555,1632063.32869524
"4707",4707,NA,"PRESENT",-521046.516151877,909311.684285457
"4708",4708,NA,"PRESENT",-559454.622506402,619844.207197922
"4709",4709,NA,"PRESENT",-527558.778902608,929110.346679723
"4710",4710,NA,"PRESENT",-1283693.02314923,2124694.2440358
"4711",4711,NA,"PRESENT",-2086719.72775393,3477249.72761292
"4712",4712,NA,"PRESENT",-464822.911252003,1620369.8646507
"4713",4713,NA,"PRESENT",-466248.307285059,1634179.03305977
"4714",4714,NA,"PRESENT",-487213.156552469,1607955.51259256
"4715",4715,NA,"PRESENT",-474450.40100645,963259.401853708
"4716",4716,NA,"PRESENT",-1744293.53382157,2297780.29570676
"4717",4717,NA,"PRESENT",-2073785.65013149,3493790.53957183
"4718",4718,NA,"PRESENT",-592090.208856703,871539.356372764
"4719",4719,NA,"PRESENT",-582244.462911804,1612220.40446935
"4720",4720,NA,"PRESENT",-719308.894100958,329767.027224635
"4721",4721,NA,"PRESENT",-601643.382241137,519575.641492167
"4722",4722,NA,"PRESENT",-1162844.89121654,1771770.91078094
"4723",4723,NA,"PRESENT",-1238505.28194104,2109825.77348072
"4724",4724,NA,"PRESENT",-1883145.16151182,2659830.45929574
"4725",4725,NA,"PRESENT",-1876448.77742486,2660365.8887391
"4726",4726,NA,"PRESENT",-1905294.94196172,2695995.59911389
"4727",4727,NA,"PRESENT",-1905064.52264229,2693855.52553364
"4728",4728,NA,"PRESENT",-1878702.68393885,2661878.89584617
"4729",4729,NA,"PRESENT",-1902182.31138245,2683100.31961288
"4730",4730,NA,"PRESENT",-1901410.8346209,2703384.86215096
"4731",4731,NA,"PRESENT",-1874749.30275243,2709849.8953216
"4732",4732,NA,"PRESENT",-1896908.00846293,2693534.32024643
"4733",4733,NA,"PRESENT",-1891163.22808014,2678327.50049388
"4734",4734,NA,"PRESENT",-1889799.13046353,2672635.64241109
"4735",4735,NA,"PRESENT",-1885952.46170327,2663295.70162917
"4736",4736,NA,"PRESENT",-1885099.80270504,2664272.03741828
"4737",4737,NA,"PRESENT",-1887168.93448281,2664616.99340949
"4738",4738,NA,"PRESENT",-1884837.52569257,2665714.21139679
"4739",4739,NA,"PRESENT",-1882764.04474022,2668027.26614269
"4740",4740,NA,"PRESENT",-1882272.68884449,2670756.57720594
"4741",4741,NA,"PRESENT",-1882014.80522477,2665883.80299896
"4742",4742,NA,"PRESENT",-1870978.74282219,2663030.90333163
"4743",4743,NA,"PRESENT",-1875598.29238629,2661654.0611809
"4744",4744,NA,"PRESENT",-1872131.93607836,2664097.86813784
"4745",4745,NA,"PRESENT",-1887327.62660277,2672227.12053809
"4746",4746,NA,"PRESENT",-1882690.21106404,2668004.7190904
"4747",4747,30258,"PRESENT",-519842.459590716,1064476.48604116
"4748",4748,100,"PRESENT",-1714166.56019419,4721536.24994004
"4749",4749,NA,"PRESENT",-969116.168682301,1559549.0864015
"4750",4750,NA,"PRESENT",-1714166.19551706,4721536.28390485
"4751",4751,NA,"PRESENT",-545337.175671576,600951.100303486
"4752",4752,NA,"PRESENT",-1755160.56373736,2253623.58311664
"4753",4753,NA,"PRESENT",-1712525.8296137,4722328.99471006
"4754",4754,NA,"PRESENT",-1712717.63907594,4722202.8912012
"4755",4755,NA,"PRESENT",-944028.143408705,1558778.14332563
"4756",4756,NA,"PRESENT",-2066761.06619488,3469522.45556726
"4757",4757,31434,"PRESENT",-2172156.04123031,3230042.05273938
"4758",4758,NA,"PRESENT",-2065767.82684673,3466386.33728047
"4759",4759,NA,"PRESENT",-921697.694197715,1545196.02873339
"4760",4760,NA,"PRESENT",-942270.173927821,1984567.31314021
"4761",4761,NA,"PRESENT",-941868.208679047,1983357.4124537
"4762",4762,NA,"PRESENT",-2033340.25921083,3487437.23391961
"4763",4763,NA,"PRESENT",-2145135.65190665,3152517.10600363
"4764",4764,NA,"PRESENT",-593756.604650346,744941.085653761
"4765",4765,NA,"PRESENT",-568392.700435533,777054.064860922
"4766",4766,58232,"PRESENT",-1251383.40609361,1848068.59327647
"4767",4767,NA,"PRESENT",-509164.140346175,1056857.05311903
"4768",4768,NA,"PRESENT",-1232317.37821996,1857472.64465986
"4769",4769,NA,"PRESENT",-1216799.33018717,1858128.64265844
"4770",4770,NA,"PRESENT",-901032.80282695,409768.369510354
"4771",4771,NA,"PRESENT",-2091226.07622799,3481001.18049287
"4772",4772,NA,"PRESENT",-529413.627302541,791633.866948771
"4773",4773,NA,"PRESENT",-452774.591365959,1192352.14587004
"4774",4774,NA,"PRESENT",-1107131.95506339,2040636.19142608
"4775",4775,NA,"PRESENT",-323476.971616744,1427959.16545537
"4776",4776,NA,"PRESENT",-321805.91628132,1425542.77715507
"4777",4777,NA,"PRESENT",-942260.28744238,1549484.72770646
"4778",4778,NA,"PRESENT",-1492801.65374205,1944184.29875605
"4779",4779,NA,"PRESENT",-855971.065950702,1277796.48789767
"4780",4780,NA,"PRESENT",-2143883.94109975,3206641.94080833
"4781",4781,NA,"PRESENT",-2107313.44305471,3392839.59187129
"4782",4782,NA,"PRESENT",-1112898.4746827,2046848.0075433
"4783",4783,NA,"PRESENT",-1113203.41343753,2048635.59422826
"4784",4784,1e+06,"PRESENT",-743926.823505194,700005.100406982
"4785",4785,31451,"PRESENT",-2087255.5887551,3508442.6216369
"4786",4786,30683,"PRESENT",-403921.370053644,1615895.65378097
"4787",4787,NA,"PRESENT",-417722.278179984,1614229.82277454
"4788",4788,NA,"PRESENT",-408930.045672688,1611705.4758608
"4789",4789,NA,"PRESENT",-560518.124650371,548553.483159724
"4790",4790,30870,"PRESENT",-1215290.45419213,1845809.85382996
"4791",4791,NA,"PRESENT",-1754956.67831536,2255400.19019512
"4792",4792,NA,"PRESENT",-1313526.99470868,2112482.78345733
"4793",4793,NA,"PRESENT",-2068661.07738902,3494246.48144546
"4794",4794,NA,"PRESENT",-1108948.81978231,2055571.46630958
"4795",4795,NA,"PRESENT",-1946731.95739329,2797714.04696996
"4796",4796,NA,"PRESENT",-454783.321381701,1612948.37436683
"4797",4797,29631,"PRESENT",-530966.190156529,410463.127990879
"4798",4798,10,"PRESENT",-1310175.38909497,2100574.97615142
"4799",4799,10,"PRESENT",-1224632.46308609,1858826.81451176
"4800",4800,183,"PRESENT",-1180411.77573816,1770873.24014231
"4801",4801,30357,"PRESENT",-505608.539857158,1196153.05166558
"4802",4802,NA,"PRESENT",-1168169.40241544,1770952.10130122
"4803",4803,NA,"PRESENT",-1310174.97210296,2100575.01076621
"4804",4804,NA,"PRESENT",-1224632.36043481,1858826.8226005
"4805",4805,NA,"PRESENT",-391389.481001391,1603938.0528543
"4806",4806,NA,"PRESENT",-322540.3089174,1585638.1957088
"4807",4807,NA,"PRESENT",-361784.902492959,1612477.14722412
"4808",4808,NA,"PRESENT",-2084061.06785252,3474725.4913423
"4809",4809,NA,"PRESENT",-910619.155533706,1386690.08169475
"4810",4810,NA,"PRESENT",-918721.21088574,1418952.89116774
"4811",4811,NA,"PRESENT",-1315339.84617243,2108430.87937761
"4812",4812,NA,"PRESENT",-1313174.40236345,2113283.2887487
"4813",4813,NA,"PRESENT",-1243066.18268883,1856169.56354169
"4814",4814,NA,"PRESENT",-691657.765566373,1654576.53809531
"4815",4815,NA,"PRESENT",-2113189.65648918,3502857.63561766
"4816",4816,30175,"PRESENT",-509633.17712428,979794.121059295
"4817",4817,30258,"PRESENT",-518193.052693294,1074742.12276697
"4818",4818,30258,"PRESENT",-518021.223905271,1071349.36329028
"4819",4819,30258,"PRESENT",-522751.207378566,1076572.79833309
"4820",4820,30112,"PRESENT",-429568.477371956,926034.261165787
"4821",4821,29891,"PRESENT",-568428.43163778,685275.433665641
"4822",4822,29891,"PRESENT",-584304.189784741,678587.729054651
"4823",4823,30870,"PRESENT",-1172415.01691794,1848156.02158892
"4824",4824,NA,"PRESENT",-1300263.56142016,2127004.11602516
"4825",4825,NA,"PRESENT",-1224702.60671532,1858656.55584467
"4826",4826,NA,"PRESENT",-365851.650915142,1618887.86614214
"4827",4827,NA,"PRESENT",-920275.791034022,1424282.30139999
"4828",4828,NA,"PRESENT",-1755240.27046923,2253882.98034792
"4829",4829,NA,"PRESENT",-2110420.22784562,3500835.67208289
"4830",4830,NA,"PRESENT",-2082064.85261578,3498430.18398356
"4831",4831,NA,"PRESENT",-1224648.83141621,1858786.79846592
"4832",4832,NA,"PRESENT",-368615.19070006,1612338.62672298
"4833",4833,NA,"PRESENT",-434344.497768788,1614250.49188628
"4834",4834,NA,"PRESENT",-475216.608530587,1641573.15415093
"4835",4835,NA,"PRESENT",-657605.684801408,1651300.59742975
"4836",4836,NA,"PRESENT",-1218207.39879819,1860637.52474051
"4837",4837,NA,"PRESENT",-1313459.06755212,2133675.0053373
"4838",4838,NA,"PRESENT",-1005327.60844109,1633564.34989223
"4839",4839,NA,"PRESENT",-2074744.76788199,3492306.51389464
"4840",4840,NA,"PRESENT",-1231427.61860131,1869367.18598837
"4841",4841,NA,"PRESENT",-1477768.89722738,2142048.02880811
"4842",4842,NA,"PRESENT",-1374095.96082011,2100985.14806011
"4843",4843,NA,"PRESENT",-2084786.13246213,3498081.54167691
"4844",4844,NA,"PRESENT",-1707332.53013355,2284574.96040894
"4845",4845,NA,"PRESENT",-385888.760237848,1605319.58646576
"4846",4846,NA,"PRESENT",-466205.399471833,1637360.89214838
"4847",4847,NA,"PRESENT",-325796.826040645,1344664.83190694
"4848",4848,NA,"PRESENT",-1383421.22994641,2107949.39673497
"4849",4849,NA,"PRESENT",-1412493.23273611,2115640.01916936
"4850",4850,NA,"PRESENT",-2084787.56281466,3498321.08475672
"4851",4851,NA,"PRESENT",-1315176.99195748,2108524.64018414
"4852",4852,NA,"PRESENT",-1802230.76009335,4054776.22074004
"4853",4853,NA,"PRESENT",-381882.102762181,1604858.57501175
"4854",4854,NA,"PRESENT",-1262068.35561504,2117638.20393135
"4855",4855,29798,"PRESENT",-545951.764575457,585645.108214266
"4856",4856,NA,"PRESENT",-391777.920325797,1604866.99403574
"4857",4857,NA,"PRESENT",-1793596.65948278,2221717.77035685
"4858",4858,10,"PRESENT",-970444.134811705,1553741.37129186
"4859",4859,NA,"PRESENT",-1373217.10383824,2104164.84354282
"4860",4860,NA,"PRESENT",-1283889.14536979,2124650.41183822
"4861",4861,NA,"PRESENT",-462989.307720049,1612889.79593002
"4862",4862,NA,"PRESENT",-386201.926832009,1569135.60848992
"4863",4863,NA,"PRESENT",-395541.077893984,1563597.6365093
"4864",4864,NA,"PRESENT",-401941.607790333,1560984.28291888
"4865",4865,NA,"PRESENT",-392864.390742309,1541408.62956671
"4866",4866,NA,"PRESENT",-1903027.16698612,2538002.96372002
"4867",4867,NA,"PRESENT",-1373321.37552884,2104155.77311945
"4868",4868,NA,"PRESENT",-556332.093860168,784142.080638307
"4869",4869,NA,"PRESENT",-533966.989695101,565806.712388996
"4870",4870,NA,"PRESENT",-509348.673850402,1132803.00595633
"4871",4871,10,"PRESENT",-932915.269681212,1580256.09441633
"4872",4872,10,"PRESENT",-915537.311078417,1523346.38538161
"4873",4873,NA,"PRESENT",-2083637.34361138,3475550.59777432
"4874",4874,NA,"PRESENT",-2085456.9454746,3477420.8297816
"4875",4875,NA,"PRESENT",-1941153.83322328,2778573.03460467
"4876",4876,NA,"PRESENT",-2087249.37820289,3474540.92852288
"4877",4877,NA,"PRESENT",-1947242.83156821,2796504.10825908
"4878",4878,NA,"PRESENT",-1231982.8643031,1859754.71671133
"4879",4879,NA,"PRESENT",-2078356.69049827,3474168.34406259
"4880",4880,31451,"PRESENT",-2057993.48567625,3507977.60369011
"4881",4881,30870,"PRESENT",-1224229.29720449,1843099.6024707
"4882",4882,NA,"PRESENT",-1267632.6129562,2117000.73391913
"4883",4883,NA,"PRESENT",-1224659.69138743,1858701.78525196
"4884",4884,NA,"PRESENT",-2068584.00490082,3550935.46535144
"4885",4885,NA,"PRESENT",-871082.391678555,1253875.82160766
"4886",4886,NA,"PRESENT",-934074.305411032,1864333.87852131
"4887",4887,10,"PRESENT",-963657.573060157,1587301.70165778
"4888",4888,NA,"PRESENT",-1881642.02551034,2662479.23018359
"4889",4889,NA,"PRESENT",-1870979.20898024,2663035.93153024
"4890",4890,NA,"PRESENT",-1875568.90333728,2661657.20780105
"4891",4891,NA,"PRESENT",-1888084.46685703,2668361.37810204
"4892",4892,NA,"PRESENT",-1884159.97762711,2665094.82865739
"4893",4893,NA,"PRESENT",-1884293.50117403,2669679.40303254
"4894",4894,NA,"PRESENT",-1880978.2095961,2669258.27599766
"4895",4895,NA,"PRESENT",-1888349.86050727,2675379.70388539
"4896",4896,NA,"PRESENT",-1883335.99880356,2668152.43080789
"4897",4897,NA,"PRESENT",-1900075.04152165,2687681.92894634
"4898",4898,NA,"PRESENT",-1901019.72768433,2697040.68115406
"4899",4899,NA,"PRESENT",-1897745.3079914,2690296.5170285
"4900",4900,NA,"PRESENT",-1902857.64709707,2689220.9996253
"4901",4901,NA,"PRESENT",-1903880.19877915,2691345.66388345
"4902",4902,77954,"PRESENT",-1241337.39573509,1849019.90288284
"4903",4903,31451,"PRESENT",-2093678.06432295,3512362.7438596
"4904",4904,NA,"PRESENT",-878875.237462746,1368665.7666595
"4905",4905,NA,"PRESENT",-1614371.22198967,4057412.06087589
"4906",4906,NA,"PRESENT",-1382356.40218193,2007045.81922519
"4907",4907,NA,"PRESENT",-322569.971375774,1420570.56960996
"4908",4908,NA,"PRESENT",-1445425.99212226,1989020.63305603
"4909",4909,NA,"PRESENT",-1819056.02432275,4081233.04754948
"4910",4910,NA,"PRESENT",-2148386.37545008,2871218.99208934
"4911",4911,31451,"PRESENT",-2090271.13575603,3485614.98328663
"4912",4912,NA,"PRESENT",-1192477.15195653,1850267.28787759
"4913",4913,NA,"PRESENT",-642098.150651854,1698240.658717
"4914",4914,NA,"PRESENT",-2082043.11549533,3498345.82686
"4915",4915,NA,"PRESENT",-562069.696049086,525615.872692613
"4916",4916,NA,"PRESENT",-2068503.82268847,3489902.24514085
"4917",4917,NA,"PRESENT",-957060.83852792,1582278.2866323
