"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","lifeStage","infraspecificEpithet","sex","individualCount","elevation","elevationAccuracy","preparations","identifiedByIDs.type","identifiedByIDs.value","habitat","institutionID","higherGeography","nomenclaturalCode","verbatimCoordinateSystem","county","locality","language","type","disposition","vernacularName","locationID","organismRemarks","verbatimElevation","collectionID","higherClassification","parentNameUsage","sampleSizeUnit","sampleSizeValue","samplingProtocol","eventID","recordNumber","footprintWKT","georeferenceRemarks","eventRemarks","verbatimIdentification","footprintSRS","parentEventID","recordedByIDs.type","recordedByIDs.value","verbatimSRS","samplingEffort","municipality","ownerInstitutionCode","accessRights","projectId","organismQuantity","organismQuantityType","endDayOfYear","startDayOfYear","bibliographicCitation","reproductiveCondition","institutionKey","georeferencedDate","georeferencedBy","otherCatalogNumbers","verbatimTaxonRank","taxonRemarks","gadm","establishmentMeans","locationRemarks","waterBody","identificationRemarks","coordinatePrecision","dataGeneralizations","datasetID","previousIdentifications","programmeAcronym","fieldNotes","distanceFromCentroidInMeters","http...unknown.org.language","http...unknown.org.modified","originalNameUsage","identificationVerificationStatus","nameAccordingTo","dynamicProperties","organismScope","networkKeys","fieldNumber","locationAccordingTo","behavior","georeferenceSources","organismID","georeferenceVerificationStatus","associatedReferences","acceptedNameUsage","georeferenceProtocol","namePublishedInYear","acceptedNameUsageID","depth","depthAccuracy","collectionKey","rights","flags"
"3534",3534,3967809295,"Puma concolor (Linnaeus, 1771)",-20.4171621,-49.2171083,"cdrep","c1c5ef4b-8309-4f04-9247-3f7644260c85","b035747d-16a4-46e1-b599-599d43e1acc9","6a53ff78-5369-4cd4-93f9-c47714a9e1a0","BR","EML","2023-01-06T15:22:41.432+00:00","2023-01-24T23:35:13.118+00:00",3,"b035747d-16a4-46e1-b599-599d43e1acc9","OCCURRENCE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Sp",2003,1,13,"2003-01-13T00:00:00","2006-09-04T00:00:00.000+00:00","2023-01-24T23:35:13.118+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","172570002","none","none",FALSE,"SinBIOTA","Equipe Técnica do DEPRN de São José do Rio Preto.",NA,"WGS84","Mammalia","BR",NA,"none","Brazil","Public","172570002",NA,NA,NA,NA,3967809295,"_","172570002","6862841","17257",NA,NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pt_BR","Dataset",NA,NA,"16702",NA,NA,NA,NA,NA,NA,NA,"DEPRN: Vistoria.",NA,NA,NA,NA,NA,NA,NA,NA,"OTHER","1071",NA,NA,"Icém","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,"Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de São José do Rio Preto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baixo Pardo/Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de São José do Rio Preto.",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"3535",3535,3967814372,"Puma concolor (Linnaeus, 1771)",-23.6671772,-47.0337012,"cdrep","c1c5ef4b-8309-4f04-9247-3f7644260c85","b035747d-16a4-46e1-b599-599d43e1acc9","6a53ff78-5369-4cd4-93f9-c47714a9e1a0","BR","EML","2023-01-06T15:22:41.432+00:00","2023-01-24T23:35:30.335+00:00",3,"b035747d-16a4-46e1-b599-599d43e1acc9","OCCURRENCE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Sp",2003,1,6,"2003-01-06T00:00:00","2006-09-08T00:00:00.000+00:00","2023-01-24T23:35:30.335+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","172590002","none","none",FALSE,"SinBIOTA","Equipe Técnica do DEPRN de Itapecerica da Serra; Aves da Reserva Florestal de Morro Grande. [ on line].",NA,"WGS84","Mammalia","BR",NA,"none","Brazil","Public","172590002",NA,NA,NA,NA,3967814372,"_","172590002","6862841","17259",NA,NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pt_BR","Dataset",NA,NA,"16752",NA,NA,NA,NA,NA,NA,NA,"DEPRN: vistoria..",NA,NA,NA,NA,NA,NA,NA,NA,"OTHER","1075",NA,NA,"Ibiúna","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,"Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Itapecerica da Serra; Aves da Reserva Florestal de Morro Grande. [ on line]. URL: www.ib.usp.br/ceo/listasun/listamorgr.htm. Arquivo consultado em 06/11/2003.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sorocaba e Médio Tietê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Itapecerica da Serra; Aves da Reserva Florestal de Morro Grande. [ on line]. URL: www.ib.usp.br/ceo/listasun/listamorgr.htm. Arquivo consultado em 06/11/2003.",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"3536",3536,3967812177,"Puma concolor (Linnaeus, 1771)",-22.500469,-48.9171102,"cdrep","c1c5ef4b-8309-4f04-9247-3f7644260c85","b035747d-16a4-46e1-b599-599d43e1acc9","6a53ff78-5369-4cd4-93f9-c47714a9e1a0","BR","EML","2023-01-06T15:22:41.432+00:00","2023-01-24T23:35:13.106+00:00",3,"b035747d-16a4-46e1-b599-599d43e1acc9","OCCURRENCE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Sp",2003,1,13,"2003-01-13T00:00:00","2006-09-08T00:00:00.000+00:00","2023-01-24T23:35:13.106+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","172630004","none","none",FALSE,"SinBIOTA","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Equipe Técnica do DEPRN de Bauru¹.",NA,"WGS84","Mammalia","BR",NA,"none","Brazil","Public","172630004",NA,NA,NA,NA,3967812177,"_","172630004","6862841","17263","Departamento Estadual de Proteção de Recursos Naturais - DEPRN",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"440",NA,NA,NA,NA,NA,"pt_BR","Dataset",NA,NA,"16740",NA,NA,NA,NA,NA,NA,NA,"DEPRN: vistoria..",NA,NA,NA,NA,NA,NA,NA,NA,"OTHER","1067",NA,NA,"Agudos","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003).     Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Bauru.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tietê/Jacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003).     Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Bauru.",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"3537",3537,3967810211,"Puma concolor (Linnaeus, 1771)",-22.467169,-48.900413,"cdrep","c1c5ef4b-8309-4f04-9247-3f7644260c85","b035747d-16a4-46e1-b599-599d43e1acc9","6a53ff78-5369-4cd4-93f9-c47714a9e1a0","BR","EML","2023-01-06T15:22:41.432+00:00","2023-01-24T23:35:30.675+00:00",3,"b035747d-16a4-46e1-b599-599d43e1acc9","OCCURRENCE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Sp",2003,1,13,"2003-01-13T00:00:00","2006-09-08T00:00:00.000+00:00","2023-01-24T23:35:30.675+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","172640004","none","none",FALSE,"SinBIOTA","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Equipe Técnica do DEPRN de Bauru¹.",NA,"WGS84","Mammalia","BR",NA,"none","Brazil","Public","172640004",NA,NA,NA,NA,3967810211,"_","172640004","6862841","17264","Departamento Estadual de Proteção de Recursos Naturais - DEPRN",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"440",NA,NA,NA,NA,NA,"pt_BR","Dataset",NA,NA,"16742",NA,NA,NA,NA,NA,NA,NA,"DEPRN: vistoria..",NA,NA,NA,NA,NA,NA,NA,NA,"OTHER","1067",NA,NA,"Agudos","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003).     Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Bauru.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tietê/Jacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003).     Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Bauru.",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"3539",3539,3967814374,"Puma concolor (Linnaeus, 1771)",-22.4004594,-52.4837322,"cdrep","c1c5ef4b-8309-4f04-9247-3f7644260c85","b035747d-16a4-46e1-b599-599d43e1acc9","6a53ff78-5369-4cd4-93f9-c47714a9e1a0","BR","EML","2023-01-06T15:22:41.432+00:00","2023-01-24T23:35:13.043+00:00",3,"b035747d-16a4-46e1-b599-599d43e1acc9","OCCURRENCE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Sp",2003,1,13,"2003-01-13T00:00:00","2006-09-08T00:00:00.000+00:00","2023-01-24T23:35:13.043+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","172660006","none","none",FALSE,"SinBIOTA","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Estação Ecológica Mico-Leão-Preto (Documento Interno, Fundação Florestal - SMA - SP).",NA,"WGS84","Mammalia","BR",NA,"none","Brazil","Public","172660006",NA,NA,NA,NA,3967814374,"_","172660006","6862841","17266",NA,NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pt_BR","Dataset",NA,NA,"16749",NA,NA,NA,NA,NA,NA,NA,"DEPRN: vistoria..",NA,NA,NA,NA,NA,NA,NA,NA,"OTHER","1077",NA,NA,"Euclides da Cunha Paulista","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003);     Estação Ecológica Mico-Leão-Preto (Documento Interno, Fundação Florestal - SMA - SP).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pontal do Paranapanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003);     Estação Ecológica Mico-Leão-Preto (Documento Interno, Fundação Florestal - SMA - SP).",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"3540",3540,3967820345,"Puma concolor (Linnaeus, 1771)",-22.4504606,-52.4504341,"cdrep","c1c5ef4b-8309-4f04-9247-3f7644260c85","b035747d-16a4-46e1-b599-599d43e1acc9","6a53ff78-5369-4cd4-93f9-c47714a9e1a0","BR","EML","2023-01-06T15:22:41.432+00:00","2023-01-24T23:35:13.043+00:00",3,"b035747d-16a4-46e1-b599-599d43e1acc9","OCCURRENCE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Sp",2003,1,13,"2003-01-13T00:00:00","2006-09-08T00:00:00.000+00:00","2023-01-24T23:35:13.043+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","172670006","none","none",FALSE,"SinBIOTA","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Estação Ecológica Mico-Leão-Preto (Documento Interno, Fundação Florestal - SMA - SP).",NA,"WGS84","Mammalia","BR",NA,"none","Brazil","Public","172670006",NA,NA,NA,NA,3967820345,"_","172670006","6862841","17267",NA,NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pt_BR","Dataset",NA,NA,"16750",NA,NA,NA,NA,NA,NA,NA,"DEPRN: vistoria..",NA,NA,NA,NA,NA,NA,NA,NA,"OTHER","1077",NA,NA,"Euclides da Cunha Paulista","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003);     Estação Ecológica Mico-Leão-Preto (Documento Interno, Fundação Florestal - SMA - SP).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pontal do Paranapanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003);     Estação Ecológica Mico-Leão-Preto (Documento Interno, Fundação Florestal - SMA - SP).",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"3541",3541,3967808241,"Puma concolor (Linnaeus, 1771)",-22.1837596,-52.2004318,"cdrep","c1c5ef4b-8309-4f04-9247-3f7644260c85","b035747d-16a4-46e1-b599-599d43e1acc9","6a53ff78-5369-4cd4-93f9-c47714a9e1a0","BR","EML","2023-01-06T15:22:41.432+00:00","2023-01-24T23:35:30.580+00:00",3,"b035747d-16a4-46e1-b599-599d43e1acc9","OCCURRENCE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Sp",2003,1,13,"2003-01-13T00:00:00","2006-09-08T00:00:00.000+00:00","2023-01-24T23:35:30.580+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","172680006","none","none",FALSE,"SinBIOTA","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Estação Ecológica Mico-Leão-Preto (Documento Interno, Fundação Florestal - SMA - SP).",NA,"WGS84","Mammalia","BR",NA,"none","Brazil","Public","172680006",NA,NA,NA,NA,3967808241,"_","172680006","6862841","17268",NA,NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pt_BR","Dataset",NA,NA,"16751",NA,NA,NA,NA,NA,NA,NA,"DEPRN: vistoria..",NA,NA,NA,NA,NA,NA,NA,NA,"OTHER","1077",NA,NA,"Presidente Epitácio","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003);     Estação Ecológica Mico-Leão-Preto (Documento Interno, Fundação Florestal - SMA - SP).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pontal do Paranapanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003);     Estação Ecológica Mico-Leão-Preto (Documento Interno, Fundação Florestal - SMA - SP).",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"3542",3542,3967816342,"Puma concolor (Linnaeus, 1771)",-24.1337746,-48.883717,"cdrep","c1c5ef4b-8309-4f04-9247-3f7644260c85","b035747d-16a4-46e1-b599-599d43e1acc9","6a53ff78-5369-4cd4-93f9-c47714a9e1a0","BR","EML","2023-01-06T15:22:41.432+00:00","2023-01-24T23:35:13.087+00:00",3,"b035747d-16a4-46e1-b599-599d43e1acc9","OCCURRENCE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Sp",2003,1,13,"2003-01-13T00:00:00","2006-09-09T00:00:00.000+00:00","2023-01-24T23:35:13.087+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","172960007","none","none",FALSE,"SinBIOTA","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Equipe Técnica do DEPRN de Itapetininga¹.",NA,"WGS84","Mammalia","BR",NA,"none","Brazil","Public","172960007",NA,NA,NA,NA,3967816342,"_","172960007","6862841","17296","Departamento Estadual de Proteção de Recursos Naturais - DEPRN",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"440",NA,NA,NA,NA,NA,"pt_BR","Dataset",NA,NA,"16778",NA,NA,NA,NA,NA,NA,NA,"DEPRN: vistoria..",NA,NA,NA,NA,NA,NA,NA,NA,"OTHER","1108",NA,NA,"Nova Campina","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003).     Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Itapetininga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alto Paranapanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003).     Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Itapetininga.",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"3543",3543,3967814414,"Puma concolor (Linnaeus, 1771)",-24.2337722,-49.1171168,"cdrep","c1c5ef4b-8309-4f04-9247-3f7644260c85","b035747d-16a4-46e1-b599-599d43e1acc9","6a53ff78-5369-4cd4-93f9-c47714a9e1a0","BR","EML","2023-01-06T15:22:41.432+00:00","2023-01-24T23:35:30.694+00:00",3,"b035747d-16a4-46e1-b599-599d43e1acc9","OCCURRENCE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Sp",2003,1,13,"2003-01-13T00:00:00","2006-09-09T00:00:00.000+00:00","2023-01-24T23:35:30.694+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","172970008","none","none",FALSE,"SinBIOTA","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Equipe Técnica do DEPRN de Itapetininga¹.",NA,"WGS84","Mammalia","BR",NA,"none","Brazil","Public","172970008",NA,NA,NA,NA,3967814414,"_","172970008","6862841","17297","Departamento Estadual de Proteção de Recursos Naturais - DEPRN",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"440",NA,NA,NA,NA,NA,"pt_BR","Dataset",NA,NA,"16779",NA,NA,NA,NA,NA,NA,NA,"DEPRN: vistoria..",NA,NA,NA,NA,NA,NA,NA,NA,"OTHER","1108",NA,NA,"Bom Sucesso de Itararé","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003).     Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Itapetininga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alto Paranapanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003).     Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Itapetininga.",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"3544",3544,3967820387,"Puma concolor (Linnaeus, 1771)",-24.233772,-49.2004194,"cdrep","c1c5ef4b-8309-4f04-9247-3f7644260c85","b035747d-16a4-46e1-b599-599d43e1acc9","6a53ff78-5369-4cd4-93f9-c47714a9e1a0","BR","EML","2023-01-06T15:22:41.432+00:00","2023-01-24T23:35:30.755+00:00",3,"b035747d-16a4-46e1-b599-599d43e1acc9","OCCURRENCE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Sp",2003,1,13,"2003-01-13T00:00:00","2006-09-09T00:00:00.000+00:00","2023-01-24T23:35:30.755+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","172980008","none","none",FALSE,"SinBIOTA","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Equipe Técnica do DEPRN de Itapetininga¹.",NA,"WGS84","Mammalia","BR",NA,"none","Brazil","Public","172980008",NA,NA,NA,NA,3967820387,"_","172980008","6862841","17298","Departamento Estadual de Proteção de Recursos Naturais - DEPRN",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"440",NA,NA,NA,NA,NA,"pt_BR","Dataset",NA,NA,"16780",NA,NA,NA,NA,NA,NA,NA,"DEPRN: vistoria..",NA,NA,NA,NA,NA,NA,NA,NA,"OTHER","1108",NA,NA,"Itararé","Biota/FAPESP Program","Open Access",NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003).     Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Itapetininga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alto Paranapanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003).     Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Itapetininga.",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"3545",3545,233877908,"Puma concolor (Linnaeus, 1771)",-28.02326,-58.06402,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:36.266+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,701.48,"SOUTH_AMERICA","Corrientes",2003,1,17,"2003-01-17T00:00:00",NA,"2023-04-03T08:39:36.266+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233877908","none","none",TRUE,NA,"Gpque Lanfiutti y Brig. Sotelo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233877908,NA,NA,NA,"APN-MB-321","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Ruta 86 y Potrero 17</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
