"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","lifeStage","infraspecificEpithet","sex","individualCount","elevation","elevationAccuracy","preparations","identifiedByIDs.type","identifiedByIDs.value","habitat","institutionID","higherGeography","nomenclaturalCode","verbatimCoordinateSystem","county","locality","language","type","disposition","vernacularName","locationID","organismRemarks","verbatimElevation","collectionID","higherClassification","parentNameUsage","sampleSizeUnit","sampleSizeValue","samplingProtocol","eventID","recordNumber","footprintWKT","georeferenceRemarks","eventRemarks","verbatimIdentification","footprintSRS","parentEventID","recordedByIDs.type","recordedByIDs.value","verbatimSRS","samplingEffort","municipality","ownerInstitutionCode","accessRights","projectId","organismQuantity","organismQuantityType","endDayOfYear","startDayOfYear","bibliographicCitation","reproductiveCondition","institutionKey","georeferencedDate","georeferencedBy","otherCatalogNumbers","verbatimTaxonRank","taxonRemarks","gadm","establishmentMeans","locationRemarks","waterBody","identificationRemarks","coordinatePrecision","dataGeneralizations","datasetID","previousIdentifications","programmeAcronym","fieldNotes","distanceFromCentroidInMeters","http...unknown.org.language","http...unknown.org.modified","originalNameUsage","identificationVerificationStatus","nameAccordingTo","dynamicProperties","organismScope","networkKeys","fieldNumber","locationAccordingTo","behavior","georeferenceSources","organismID","georeferenceVerificationStatus","associatedReferences","acceptedNameUsage","georeferenceProtocol","namePublishedInYear","acceptedNameUsageID","depth","depthAccuracy","collectionKey","rights","flags"
"3546",3546,233878397,"Puma concolor (Linnaeus, 1771)",-25.94305,-54.08812,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:33.600+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:33.600+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878397","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878397,NA,NA,NA,"MISIONES-UI-47","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>En picada tigreros, a unos 3,6 km de limite con reserva vida silvestre Urugua-i.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3547",3547,233878398,"Puma concolor (Linnaeus, 1771)",-25.95457,-54.13609,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:33.601+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:33.601+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878398","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878398,NA,NA,NA,"MISIONES-UI-48","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,284,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Picada tigreros, cerca del limite con la reserva de Vida Silvestre Urugua-i.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3548",3548,233878399,"Puma concolor (Linnaeus, 1771)",-25.95978,-54.12082,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:33.604+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:33.604+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878399","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878399,NA,NA,NA,"MISIONES-UI-49","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Picada tigreros, cerca del limite con la Reserva Vida Silvestre Urugua-i.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3549",3549,233878415,"Puma concolor (Linnaeus, 1771)",-26.00546,-54.07868,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.099+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.099+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878415","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878415,NA,NA,NA,"MISIONES-UR-10","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,284,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Picada tigreros </p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3550",3550,233878416,"Puma concolor (Linnaeus, 1771)",-26.0247,-54.13199,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.101+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.101+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878416","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878416,NA,NA,NA,"MISIONES-UR-11","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,393,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Caminos de Forestal Alto Parana, fuera de la reserva</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3551",3551,233878417,"Puma concolor (Linnaeus, 1771)",-26.03148,-54.08957,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.099+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.099+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878417","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878417,NA,NA,NA,"MISIONES-UR-12","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,359,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Camino de Forestal Parana, fuera de la reserva</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3552",3552,233878418,"Puma concolor (Linnaeus, 1771)",-25.98333,-54.139,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.102+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.102+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878418","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878418,NA,NA,NA,"MISIONES-UR-13","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,277,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Camino Forestal Parana, fuera de la reserva.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3553",3553,233878419,"Puma concolor (Linnaeus, 1771)",-25.99989,-54.11006,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.100+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.100+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878419","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878419,NA,NA,NA,"MISIONES-UR-14","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,295,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Picada tigreros al limite de la reserva.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3554",3554,233878420,"Puma concolor (Linnaeus, 1771)",-25.98379,-54.11429,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.007+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.007+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878420","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878420,NA,NA,NA,"MISIONES-UR-15","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,306,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Camino principal de la reserva</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3555",3555,233878421,"Puma concolor (Linnaeus, 1771)",-26.02518,-54.15935,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.046+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.046+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878421","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878421,NA,NA,NA,"MISIONES-UR-16","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Camino Forestal Parana, fuera de la reserva</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3556",3556,233878422,"Puma concolor (Linnaeus, 1771)",-25.97938,-54.10086,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.054+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.054+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878422","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878422,NA,NA,NA,"MISIONES-UR-17","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Picada tigreros dentro de la reserva.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3557",3557,233878423,"Puma concolor (Linnaeus, 1771)",-26.00585,-54.12975,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.051+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.051+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878423","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878423,NA,NA,NA,"MISIONES-UR-18","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Camino Forestal Alto Parana, fuera de la reserva.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3558",3558,233878424,"Puma concolor (Linnaeus, 1771)",-26.01328,-54.08265,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.053+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.053+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878424","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878424,NA,NA,NA,"MISIONES-UR-19","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Picada tigreros, cerca del rio Urugua-i, dentro de la reserva.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
"3559",3559,233878425,"Puma concolor (Linnaeus, 1771)",-26.01509,-54.07747,"gass84","e2483380-16f7-11df-b5b3-b8a03c50a862","979dd240-16f7-11df-b5b3-b8a03c50a862","6064fb16-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-04-03T08:20:31.505+00:00","2023-04-03T08:39:34.059+00:00",261,"979dd240-16f7-11df-b5b3-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,21.49,"SOUTH_AMERICA","Misiones",2003,1,1,"2003-01-01T00:00:00",NA,"2023-04-03T08:39:34.059+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","233878425","none","none",TRUE,NA,"Agustin Paviolo",NA,"WGS84","Mammalia","AR","none","none","Argentina",NA,NA,NA,NA,NA,"AVISTAJES",233878425,NA,NA,NA,"MISIONES-UR-20","APN-AR",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,297,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<p>Picada tigreros dentro de la reserva.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TRUE"
