"","coordinateUncertaintyInMeters","occurrenceStatus","decimalLongitude","decimalLatitude"
"565",NA,"PRESENT",-65.89051,-24.491137
"566",NA,"PRESENT",-65.50744,-24.592205
"567",NA,"PRESENT",-65.217674,-24.809517
"568",NA,"PRESENT",-65.22487,-24.820894
"569",NA,"PRESENT",-65.217354,-24.805532
"570",NA,"PRESENT",-73.23827,-14.412758
"571",NA,"PRESENT",-63.608868,-18.119625
"572",NA,"PRESENT",-65.71974,-18.144136
"573",NA,"PRESENT",-64.89144,-23.118763
"574",NA,"PRESENT",-66.144684,-17.14666
"575",NA,"PRESENT",-64.72796,-25.110455
"576",NA,"PRESENT",-64.75935,-21.43517
"577",NA,"PRESENT",-65.615845,-25.624352
"578",NA,"PRESENT",-74.38328,-14.750736
"579",NA,"PRESENT",-64.91674,-21.396105
"580",NA,"PRESENT",-73.93966,-14.269978
"581",NA,"PRESENT",-65.33105,-17.5719
"582",NA,"PRESENT",-65.10917,-18.8426
"583",NA,"PRESENT",-74.88521,-13.415797
"584",NA,"PRESENT",-65.94882,-25.084278
"585",NA,"PRESENT",-65.10748,-18.844706
"586",NA,"PRESENT",-65.882286,-18.105738
"587",NA,"PRESENT",-78.35171,0.29339
"588",NA,"PRESENT",-65.13191,-21.725212
"589",NA,"PRESENT",-64.79517,-24.615463
"590",NA,"PRESENT",-73.663345,4.482611
"591",NA,"PRESENT",-72.05027,-13.284307
"592",NA,"PRESENT",-68.63984,-15.835554
"593",NA,"PRESENT",-65.11399,-18.76624
"594",NA,"PRESENT",-71.52012,-15.766052
"595",NA,"PRESENT",-76.45639,2.379362
"596",NA,"PRESENT",-78.584694,-0.111752
"597",NA,"PRESENT",-78.48408,-1.29168
"598",NA,"PRESENT",-66.682976,-27.123716
"599",NA,"PRESENT",-65.724,-24.383783
"600",NA,"PRESENT",-76.456055,2.379988
"601",NA,"PRESENT",-75.46026,4.661698
"602",NA,"PRESENT",-75.46906,4.63405
"603",NA,"PRESENT",-71.08073,-28.509928
"604",NA,"PRESENT",-65.78912,-26.72873
"605",NA,"PRESENT",-78.431244,-0.468266
"606",NA,"PRESENT",-67.491875,-16.84626
"607",NA,"PRESENT",-78.24459,0.500544
"608",NA,"PRESENT",-78.34993,-0.154892
"609",NA,"PRESENT",-65.48218,-24.10367
"610",NA,"PRESENT",-64.80591,-21.495672
"611",NA,"PRESENT",-70.97898,-29.156652
"612",NA,"PRESENT",-70.89128,-28.65677
"613",NA,"PRESENT",-64.39918,-24.099253
"614",NA,"PRESENT",-78.355,0.000833
"615",NA,"PRESENT",-63.850266,-22.454662
"616",NA,"PRESENT",-76.237686,-11.608483
"617",NA,"PRESENT",-78.58719,-0.552766
"618",NA,"PRESENT",-65.33394,-24.713848
"619",NA,"PRESENT",-72.06228,-13.428829
"620",NA,"PRESENT",-65.254555,-24.705597
"621",NA,"PRESENT",-71.73042,-13.618027
"622",NA,"PRESENT",-72.57315,-13.397885
"623",NA,"PRESENT",-79.27176,-2.766983
"624",NA,"PRESENT",-76.4499,2.383631
"625",NA,"PRESENT",-73.9723,10.900269
"626",NA,"PRESENT",-72.37684,-13.662159
"627",NA,"PRESENT",-78.053474,0.768115
"628",NA,"PRESENT",-79.23877,-3.055343
"629",31451,"PRESENT",-78.267411,-0.541823
"630",30870,"PRESENT",-71.80776,-15.683534
"631",31451,"PRESENT",-78.010728,-0.487856
"632",30981,"PRESENT",-72.688899,-14.145791
"633",31394,"PRESENT",-75.3578,4.912061
"634",NA,"PRESENT",-72.726333,6.956778
"635",NA,"PRESENT",-75.48421,4.639498
"636",NA,"PRESENT",-65.36924,-24.708097
"637",NA,"PRESENT",-65.478775,-24.10696
"638",NA,"PRESENT",-75.46757,4.634627
"639",NA,"PRESENT",-76.5862,-11.732356
"640",NA,"PRESENT",-75.26145,4.878879
"641",NA,"PRESENT",-76.41272,-11.855402
"642",NA,"PRESENT",-72.53304,-13.491267
"643",NA,"PRESENT",-78.78253,-1.180677
"644",NA,"PRESENT",-75.41212,4.777041
"645",NA,"PRESENT",-65.888374,-18.099697
"646",NA,"PRESENT",-78.30511,-0.494098
"647",NA,"PRESENT",-65.33526,-24.26443
"648",NA,"PRESENT",-65.61599,-26.309404
"649",NA,"PRESENT",-71.16036,-13.658691
"650",NA,"PRESENT",-73.6638,4.463674
"651",NA,"PRESENT",-65.9202,-25.260717
"652",NA,"PRESENT",-65.90166,-25.335308
"653",NA,"PRESENT",-65.93891,-25.394726
"654",NA,"PRESENT",-65.865555,-25.047716
"655",NA,"PRESENT",-76.49521,-11.659161
"656",NA,"PRESENT",-76.43554,-11.626687
"657",NA,"PRESENT",-65.83965,-25.194126
"658",NA,"PRESENT",-65.92466,-25.231295
"659",NA,"PRESENT",-64.775024,-23.098848
"660",NA,"PRESENT",-63.523926,-18.16816
"661",NA,"PRESENT",-78.063095,0.190352
"662",NA,"PRESENT",-69.414856,-18.682266
"663",NA,"PRESENT",-72.91823,7.287127
"664",NA,"PRESENT",-65.78515,-18.074306
"665",NA,"PRESENT",-72.91633,7.280941
"666",NA,"PRESENT",-76.24672,-10.952566
"667",NA,"PRESENT",-65.23975,-24.841253
"668",NA,"PRESENT",-65.686874,-25.154236
"669",NA,"PRESENT",-72.559395,-13.312537
"670",NA,"PRESENT",-65.76728,-18.101707
"671",NA,"PRESENT",-65.73526,-24.780546
"672",NA,"PRESENT",-78.29319,-0.495187
"673",NA,"PRESENT",-72.481514,-13.589394
"674",NA,"PRESENT",-72.78026,-14.044287
"675",NA,"PRESENT",-65.38445,-25.064043
"676",NA,"PRESENT",-69.50715,-18.413088
"677",NA,"PRESENT",-71.30302,-13.869226
"678",NA,"PRESENT",-72.57523,-13.387726
"679",NA,"PRESENT",-65.892784,-27.257423
"680",NA,"PRESENT",-72.75449,-13.164525
"681",NA,"PRESENT",-69.30827,-14.60077
"682",NA,"PRESENT",-78.20181,-0.323504
"683",NA,"PRESENT",-78.203125,-0.332178
"684",NA,"PRESENT",-75.37954,4.668925
"685",NA,"PRESENT",-71.35903,-16.247053
"686",NA,"PRESENT",-68.128365,-16.31447
"687",NA,"PRESENT",-66.749306,-29.397486
"688",NA,"PRESENT",-66.8299,-29.26001
"689",NA,"PRESENT",-70.49069,-13.836737
"690",NA,"PRESENT",-72.91861,10.364604
"691",NA,"PRESENT",-75.44982,4.737825
"692",NA,"PRESENT",-78.14056,-0.484149
"693",NA,"PRESENT",-78.14788,-0.325007
"694",NA,"PRESENT",-73.228615,9.563972
"695",NA,"PRESENT",-78.07257,0.301954
"696",30941,"PRESENT",-74.04302,-14.625974
"697",8,"PRESENT",-78.225761,-0.312207
"698",31337,"PRESENT",-72.632451,6.836439
"699",31451,"PRESENT",-78.379437,-0.52627
"700",30196,"PRESENT",-65.091316,-23.231915
"701",29607,"PRESENT",-65.627139,-28.552523
"702",30175,"PRESENT",-65.017178,-23.494806
"703",31115,"PRESENT",-76.417635,-11.891738
"704",NA,"PRESENT",-78.246124,-0.498194
"705",NA,"PRESENT",-76.45073,2.38249
"706",NA,"PRESENT",-65.435005,-23.497501
"707",NA,"PRESENT",-65.30174,-25.280993
"708",NA,"PRESENT",-78.57133,-0.116658
"709",NA,"PRESENT",-66.01346,-26.090586
"710",NA,"PRESENT",-72.98799,-13.179446
"711",NA,"PRESENT",-75.35433,4.950808
"712",NA,"PRESENT",-72.57497,-13.517977
"713",NA,"PRESENT",-72.733444,6.983425
"714",NA,"PRESENT",-65.40021,-23.522274
"715",NA,"PRESENT",-73.74872,-13.096263
"716",NA,"PRESENT",-73.6382,-13.192302
"717",NA,"PRESENT",-65.785126,-26.737116
"718",NA,"PRESENT",-73.2344,9.594425
"719",NA,"PRESENT",-78.47438,-0.613108
"720",NA,"PRESENT",-65.49751,-24.5956
"721",NA,"PRESENT",-63.59835,-18.105188
"722",NA,"PRESENT",-64.848175,-22.049265
"723",NA,"PRESENT",-75.308624,4.819911
"724",NA,"PRESENT",-65.72883,-26.780165
"725",NA,"PRESENT",-65.7186,-26.810658
"726",NA,"PRESENT",-76.40279,2.363543
"727",NA,"PRESENT",-67.630745,-27.958538
"728",NA,"PRESENT",-69.21807,-20.07391
"729",NA,"PRESENT",-73.36921,-13.655756
"730",NA,"PRESENT",-65.57509,-28.06613
"731",NA,"PRESENT",-77.92115,0.851367
"732",NA,"PRESENT",-68.80078,-19.84534
"733",NA,"PRESENT",-75.377754,4.834068
"734",NA,"PRESENT",-67.1295,-29.325315
"735",NA,"PRESENT",-72.48108,-13.574889
"736",NA,"PRESENT",-78.32773,-0.458683
"737",NA,"PRESENT",-66.38003,-27.384985
"738",NA,"PRESENT",-65.8535,-25.18209
"739",NA,"PRESENT",-71.9287,-15.609006
"740",NA,"PRESENT",-72.92634,10.44152
"741",NA,"PRESENT",-65.82871,-27.857115
"742",NA,"PRESENT",-65.948166,-26.592545
"743",NA,"PRESENT",-78.98375,-2.626336
"744",NA,"PRESENT",-78.97906,-2.642145
"745",NA,"PRESENT",-66.05082,-26.678629
"746",NA,"PRESENT",-65.4771,-25.2814
"747",NA,"PRESENT",-71.04409,-29.359451
"748",NA,"PRESENT",-77.93953,0.826423
"749",NA,"PRESENT",-64.899,-23.67571
"750",NA,"PRESENT",-64.94625,-23.62371
"751",NA,"PRESENT",-65.22758,-24.829666
"752",NA,"PRESENT",-73.34961,-13.662483
"753",NA,"PRESENT",-75.379654,4.97158
"754",NA,"PRESENT",-78.44777,-0.157986
"755",NA,"PRESENT",-66.18984,-27.636984
"756",NA,"PRESENT",-75.38836,4.665793
"757",NA,"PRESENT",-75.3535,4.6966
"758",NA,"PRESENT",-64.45266,-24.274733
"759",NA,"PRESENT",-64.41872,-24.26026
"760",NA,"PRESENT",-64.42592,-24.099669
"761",NA,"PRESENT",-67.01023,-29.283518
"762",NA,"PRESENT",-76.45035,-11.897026
"763",NA,"PRESENT",-77.06714,-9.847696
"764",NA,"PRESENT",-77.830345,-8.827741
"765",NA,"PRESENT",-72.61302,-12.823717
"766",31422,"PRESENT",-79.420388,-3.412873
"767",31422,"PRESENT",-79.481605,-3.455046
"768",31422,"PRESENT",-79.408217,-3.417593
"769",30870,"PRESENT",-71.748714,-15.683635
"770",29607,"PRESENT",-65.662817,-28.40244
"771",30649,"PRESENT",-64.831082,-18.419026
"772",31451,"PRESENT",-78.055407,-0.339694
"773",31451,"PRESENT",-78.321569,-0.541101
"774",31451,"PRESENT",-78.096277,-0.593462
"775",NA,"PRESENT",-65.618805,-28.475725
"776",NA,"PRESENT",-65.63218,-28.465065
"777",NA,"PRESENT",-65.490746,-24.170223
"778",NA,"PRESENT",-78.84173,-1.474045
"779",NA,"PRESENT",-64.867615,-23.085564
"780",NA,"PRESENT",-78.15645,-0.551604
"781",NA,"PRESENT",-65.75112,-28.59283
"782",NA,"PRESENT",-72.82708,-13.434799
"783",NA,"PRESENT",-64.40325,-24.259184
"784",NA,"PRESENT",-64.32253,-24.263073
"785",NA,"PRESENT",-65.76782,-27.85962
"786",NA,"PRESENT",-64.175644,-24.243937
"787",NA,"PRESENT",-64.20105,-24.264196
"788",NA,"PRESENT",-65.70951,-24.982773
"789",NA,"PRESENT",-65.73051,-24.791403
"790",NA,"PRESENT",-78.53542,-0.188183
"791",NA,"PRESENT",-73.8443,4.672891
"792",NA,"PRESENT",-67.5501,-27.7424
"793",NA,"PRESENT",-78.249664,-0.291588
"794",NA,"PRESENT",-73.72448,4.628897
"795",NA,"PRESENT",-75.368355,5.022487
"796",NA,"PRESENT",-64.845055,-18.62424
"797",NA,"PRESENT",-64.84266,-18.727947
"798",NA,"PRESENT",-73.72642,4.623345
"799",NA,"PRESENT",-64.79662,-21.973152
"800",NA,"PRESENT",-65.22713,-24.82484
"801",NA,"PRESENT",-75.4849,4.638832
"802",NA,"PRESENT",-69.20811,-18.043304
"803",NA,"PRESENT",-78.318184,-0.458916
"804",NA,"PRESENT",-75.87806,-12.268423
"805",NA,"PRESENT",-78.25752,-0.275832
"806",NA,"PRESENT",-64.693306,-17.844233
"807",NA,"PRESENT",-65.914536,-28.328827
"808",NA,"PRESENT",-65.613884,-25.622929
"809",NA,"PRESENT",-72.7222,-13.919542
"810",NA,"PRESENT",-78.98647,-0.955142
"811",NA,"PRESENT",-65.42404,-24.702667
"812",NA,"PRESENT",-66.042534,-26.600863
"813",NA,"PRESENT",-65.20349,-19.00044
"814",NA,"PRESENT",-75.48339,4.93858
"815",NA,"PRESENT",-64.39994,-24.297634
"816",NA,"PRESENT",-76.316216,2.357617
"817",NA,"PRESENT",-78.290825,-0.494281
"818",NA,"PRESENT",-78.235146,-0.50679
"819",NA,"PRESENT",-72.740944,6.857883
"820",NA,"PRESENT",-64.40014,-24.313011
"821",NA,"PRESENT",-64.3986,-24.29903
"822",NA,"PRESENT",-64.67637,-24.728231
"823",NA,"PRESENT",-64.42101,-24.093412
"824",NA,"PRESENT",-65.274666,-25.307167
"825",NA,"PRESENT",-78.14929,-0.330835
"826",NA,"PRESENT",-78.284706,-0.693324
"827",NA,"PRESENT",-65.628334,-26.327938
"828",NA,"PRESENT",-66.25034,-27.224888
"829",NA,"PRESENT",-71.344734,-28.935535
"830",NA,"PRESENT",-78.052605,-6.851271
"831",NA,"PRESENT",-78.19639,-0.34252
"832",NA,"PRESENT",-78.20246,-0.332541
"833",NA,"PRESENT",-72.937515,-13.663247
"834",NA,"PRESENT",-65.85792,-25.180668
"835",NA,"PRESENT",-65.65758,-25.161997
"836",NA,"PRESENT",-65.84276,-25.188011
"837",NA,"PRESENT",-75.48275,4.937053
"838",NA,"PRESENT",-65.21018,-22.798899
"839",NA,"PRESENT",-69.5876,-18.280499
"840",NA,"PRESENT",-75.482315,4.936848
"841",NA,"PRESENT",-64.424644,-24.167233
"842",NA,"PRESENT",-72.85258,-13.405439
"843",NA,"PRESENT",-72.30068,-13.147104
"844",NA,"PRESENT",-81.15008,-5.890101
"845",NA,"PRESENT",-78.32338,-0.45958
"846",NA,"PRESENT",-72.930046,10.384714
"847",NA,"PRESENT",-75.36949,5.024656
"848",NA,"PRESENT",-63.974106,-18.35059
"849",16,"PRESENT",-72.938642,10.36203
"850",NA,"PRESENT",-75.48257,4.936574
"851",NA,"PRESENT",-75.37801,4.970047
"852",NA,"PRESENT",-69.556564,-18.196453
"853",NA,"PRESENT",-73.84918,4.763514
"854",NA,"PRESENT",-71.895805,-15.609418
"855",NA,"PRESENT",-65.239044,-24.832138
"856",NA,"PRESENT",-76.60773,-11.743344
"857",NA,"PRESENT",-77.997116,0.695479
"858",NA,"PRESENT",-65.68459,-25.745594
"859",NA,"PRESENT",-65.71167,-25.909422
"860",NA,"PRESENT",-65.519005,-23.88667
"861",NA,"PRESENT",-70.78865,-29.444698
"862",NA,"PRESENT",-78.21873,-0.49825
"863",NA,"PRESENT",-78.236595,-0.304601
"864",NA,"PRESENT",-78.23737,-0.304426
"865",NA,"PRESENT",-71.904434,-15.61235
"866",NA,"PRESENT",-71.6049,-15.713538
"867",NA,"PRESENT",-78.30861,-0.454546
"868",NA,"PRESENT",-78.20118,-0.332601
"869",NA,"PRESENT",-77.801056,-6.755919
"870",NA,"PRESENT",-78.41527,-0.195313
"871",NA,"PRESENT",-64.86078,-24.638613
"872",NA,"PRESENT",-65.50964,-24.591673
"873",NA,"PRESENT",-65.516685,-24.586464
"874",NA,"PRESENT",-72.67029,7.055509
"875",NA,"PRESENT",-68.783485,-20.967684
"876",NA,"PRESENT",-65.056335,-23.36654
"877",NA,"PRESENT",-69.55912,-18.251831
"878",NA,"PRESENT",-78.32611,-0.459664
"879",NA,"PRESENT",-78.29057,-0.492579
"880",NA,"PRESENT",-66.38855,-28.798784
"881",NA,"PRESENT",-65.49091,-24.597433
"882",NA,"PRESENT",-67.76428,-27.678059
"883",NA,"PRESENT",-78.22339,-0.317172
"884",NA,"PRESENT",-65.51351,-25.529867
"885",NA,"PRESENT",-64.96136,-23.395575
"886",NA,"PRESENT",-74.66396,-14.790083
"887",NA,"PRESENT",-67.51639,-28.927288
"888",NA,"PRESENT",-78.10146,0.371473
"889",NA,"PRESENT",-74.77952,-14.869744
"890",NA,"PRESENT",-75.71988,6.452704
"891",NA,"PRESENT",-73.49161,-14.590581
"892",NA,"PRESENT",-78.36133,-0.165593
"893",NA,"PRESENT",-75.46,4.626389
"894",NA,"PRESENT",-73.427765,-14.763969
"895",NA,"PRESENT",-73.26715,-14.504926
"896",NA,"PRESENT",-64.86487,-23.695309
"897",NA,"PRESENT",-64.95242,-23.634192
"898",NA,"PRESENT",-64.94688,-23.47301
"899",NA,"PRESENT",-64.93384,-23.413738
"900",NA,"PRESENT",-64.97572,-23.35625
"901",NA,"PRESENT",-64.9534,-23.39444
"902",NA,"PRESENT",-65.04894,-23.231024
"903",NA,"PRESENT",-78.06477,0.195387
"904",NA,"PRESENT",-76.48673,2.369882
"905",NA,"PRESENT",-78.51385,-0.192069
"906",NA,"PRESENT",-78.31788,-0.45925
"907",NA,"PRESENT",-72.47789,-13.5253
"908",NA,"PRESENT",-78.236694,-0.56936
"909",NA,"PRESENT",-65.05777,-23.206882
"910",NA,"PRESENT",-64.98833,-23.355366
"911",NA,"PRESENT",-78.30602,0.479598
"912",NA,"PRESENT",-64.89953,-23.679153
"913",NA,"PRESENT",-64.40232,-24.310041
"914",NA,"PRESENT",-64.451256,-24.271894
"915",NA,"PRESENT",-72.93618,10.393293
"916",NA,"PRESENT",-76.58664,-11.73275
"917",NA,"PRESENT",-65.80499,-25.18415
"918",NA,"PRESENT",-75.481674,4.639442
"919",NA,"PRESENT",-76.43467,-11.627386
"920",NA,"PRESENT",-76.35436,-11.578661
"921",NA,"PRESENT",-78.28494,-0.490536
"922",NA,"PRESENT",-75.47988,4.639528
"923",NA,"PRESENT",-66.87884,-29.389753
"924",NA,"PRESENT",-66.81295,-28.677126
"925",NA,"PRESENT",-76.39455,2.37447
"926",NA,"PRESENT",-65.3594,-24.006113
"927",31451,"PRESENT",-78.318408,-0.145761
"928",6,"PRESENT",-78.319466,-0.458042
"929",3,"PRESENT",-78.31926,-0.458086
"930",31451,"PRESENT",-78.311083,-0.202177
"931",NA,"PRESENT",-69.60224,-18.26427
"932",NA,"PRESENT",-65.69734,-24.887527
"933",NA,"PRESENT",-68.16564,-22.264713
"934",NA,"PRESENT",-78.23033,-0.535266
"935",NA,"PRESENT",-77.28522,-10.126064
"936",NA,"PRESENT",-65.54792,-24.503063
"937",NA,"PRESENT",-65.88088,-24.178417
"938",NA,"PRESENT",-68.301216,-28.68882
"939",NA,"PRESENT",-69.59897,-18.264996
"940",NA,"PRESENT",-65.52142,-25.536814
"941",NA,"PRESENT",-65.498886,-25.622585
"942",NA,"PRESENT",-75.34996,4.933821
"943",NA,"PRESENT",-75.48636,4.638225
"944",NA,"PRESENT",-75.42752,4.894106
"945",NA,"PRESENT",-65.786804,-28.190264
"946",NA,"PRESENT",-70.46418,-27.629372
"947",NA,"PRESENT",-65.437,-25.371
"948",NA,"PRESENT",-70.4325,-16.733889
"949",NA,"PRESENT",-65.314064,-24.76291
"950",NA,"PRESENT",-74.49593,-13.356938
"951",NA,"PRESENT",-66.11213,-17.090586
"952",NA,"PRESENT",-65.813,-25.180607
"953",NA,"PRESENT",-64.419716,-24.274052
"954",NA,"PRESENT",-65.23019,-24.826097
"955",NA,"PRESENT",-65.97935,-26.128883
"956",NA,"PRESENT",-75.430176,4.911059
"957",NA,"PRESENT",-63.743862,-22.10576
"958",NA,"PRESENT",-65.46882,-23.921429
"959",NA,"PRESENT",-69.16237,-18.256088
"960",NA,"PRESENT",-74.49839,-13.355192
"961",NA,"PRESENT",-65.48702,-24.16793
"962",NA,"PRESENT",-67.86033,-29.441101
"963",NA,"PRESENT",-74.22553,-13.143558
"964",NA,"PRESENT",-78.35367,-0.684042
"965",NA,"PRESENT",-65.432236,-24.649292
"966",NA,"PRESENT",-75.84748,-12.272934
"967",NA,"PRESENT",-74.498375,-13.356939
"968",NA,"PRESENT",-68.589294,-15.799798
"969",NA,"PRESENT",-65.659744,-27.021381
"970",NA,"PRESENT",-65.771866,-18.109493
"971",NA,"PRESENT",-72.52415,-13.155904
"972",NA,"PRESENT",-68.30332,-28.680332
"973",NA,"PRESENT",-67.87425,-29.433279
"974",NA,"PRESENT",-64.72487,-17.824352
"975",NA,"PRESENT",-63.73873,-22.096573
"976",NA,"PRESENT",-65.459076,-25.08781
"977",NA,"PRESENT",-64.698784,-17.841537
"978",NA,"PRESENT",-65.54058,-17.445349
"979",NA,"PRESENT",-65.65255,-18.136452
"980",NA,"PRESENT",-76.619095,-11.753454
"981",NA,"PRESENT",-69.359825,-18.36927
"982",NA,"PRESENT",-69.43376,-18.167057
"983",NA,"PRESENT",-77.90634,-8.739101
"984",NA,"PRESENT",-71.90352,-15.610719
"985",NA,"PRESENT",-72.29133,-13.136014
"986",NA,"PRESENT",-65.21659,-22.792494
"987",NA,"PRESENT",-65.68699,-28.01466
"988",NA,"PRESENT",-65.894585,-18.1069
"989",NA,"PRESENT",-78.28939,-0.491559
"990",NA,"PRESENT",-64.894615,-23.681211
"991",NA,"PRESENT",-72.32743,-13.127055
"992",NA,"PRESENT",-78.41831,-1.670525
"993",NA,"PRESENT",-81.091415,-5.973692
"994",NA,"PRESENT",-71.976974,-13.513589
"995",NA,"PRESENT",-65.77569,-18.106543
"996",NA,"PRESENT",-64.83067,-22.307175
"997",NA,"PRESENT",-72.54962,-13.443394
"998",NA,"PRESENT",-64.713844,-22.279924
"999",NA,"PRESENT",-78.14642,-0.373895
"1000",NA,"PRESENT",-63.51841,-21.266039
"1001",NA,"PRESENT",-75.32748,5.001114
"1002",NA,"PRESENT",-65.876076,-27.931524
"1003",NA,"PRESENT",-65.61013,-28.480648
"1004",NA,"PRESENT",-63.742466,-18.232143
"1005",NA,"PRESENT",-63.870487,-18.123074
"1006",NA,"PRESENT",-68.03352,-22.533806
"1007",NA,"PRESENT",-64.73133,-22.278814
"1008",NA,"PRESENT",-65.45266,-24.121708
"1009",NA,"PRESENT",-64.73176,-22.417944
"1010",NA,"PRESENT",-64.95095,-23.630173
"1011",NA,"PRESENT",-64.74217,-22.38599
"1012",NA,"PRESENT",-78.24475,-0.289362
"1013",NA,"PRESENT",-76.61994,-11.752157
"1014",NA,"PRESENT",-72.472664,-13.249292
"1015",NA,"PRESENT",-65.34526,-24.876062
"1016",NA,"PRESENT",-65.85073,-25.166271
"1017",NA,"PRESENT",-65.83747,-25.195883
"1018",NA,"PRESENT",-64.41512,-24.290625
"1019",NA,"PRESENT",-78.24037,0.233849
"1020",NA,"PRESENT",-75.483025,4.938096
"1021",NA,"PRESENT",-65.42188,-24.049305
"1022",NA,"PRESENT",-71.44363,-28.909906
"1023",NA,"PRESENT",-65.24622,-24.8368
"1024",NA,"PRESENT",-78.28525,-0.490603
"1025",NA,"PRESENT",-64.400276,-24.3063
"1026",NA,"PRESENT",-79.54328,-5.883889
"1027",NA,"PRESENT",-65.02095,-23.295712
"1028",NA,"PRESENT",-67.034256,-29.09961
"1029",NA,"PRESENT",-65.348785,-24.646343
"1030",NA,"PRESENT",-65.39283,-24.7895
"1031",NA,"PRESENT",-64.94082,-23.64722
"1032",NA,"PRESENT",-64.944725,-23.63594
"1033",NA,"PRESENT",-64.94083,-23.647753
"1034",NA,"PRESENT",-64.94092,-23.647083
"1035",NA,"PRESENT",-64.95128,-23.63773
"1036",NA,"PRESENT",-64.86683,-23.671574
"1037",NA,"PRESENT",-72.52941,-13.481807
"1038",NA,"PRESENT",-78.27172,-0.319343
"1039",NA,"PRESENT",-64.81551,-22.342537
"1040",NA,"PRESENT",-78.233536,-0.33021
"1041",31448,"PRESENT",-78.253061,-1.143734
"1042",31115,"PRESENT",-76.487922,-11.811303
"1043",30666,"PRESENT",-69.399537,-18.218153
"1044",31451,"PRESENT",-78.396901,-0.592166
"1045",30841,"PRESENT",-71.533788,-16.154606
"1046",4,"PRESENT",-78.229057,-0.528243
"1047",6,"PRESENT",-78.31929,-0.458094
"1048",1,"PRESENT",-76.586456,-11.735227
"1049",8,"PRESENT",-63.593674,-18.111032
"1050",NA,"PRESENT",-78.36495,-0.109842
"1051",NA,"PRESENT",-78.25001,-0.290496
"1052",NA,"PRESENT",-65.7753,-18.10585
"1053",NA,"PRESENT",-65.47106,-24.11284
"1054",NA,"PRESENT",-78.27835,-0.222218
"1055",NA,"PRESENT",-64.44467,-24.171299
"1056",NA,"PRESENT",-64.44452,-24.171412
"1057",NA,"PRESENT",-78.32745,-0.458828
"1058",NA,"PRESENT",-64.110634,-18.493973
"1059",NA,"PRESENT",-78.28514,-0.490509
"1060",NA,"PRESENT",-78.226494,-0.510084
"1061",NA,"PRESENT",-75.17015,4.873758
"1062",NA,"PRESENT",-69.19879,-18.4516
"1063",NA,"PRESENT",-78.24694,-0.495871
"1064",NA,"PRESENT",-78.23203,-0.307686
"1065",NA,"PRESENT",-72.53451,-13.487218
"1066",NA,"PRESENT",-72.52803,-13.482397
"1067",NA,"PRESENT",-65.225914,-22.218952
"1068",NA,"PRESENT",-65.79349,-27.778072
"1069",NA,"PRESENT",-65.4633,-22.131186
"1070",NA,"PRESENT",-65.851524,-27.849047
"1071",NA,"PRESENT",-75.3307,4.991779
"1072",NA,"PRESENT",-75.35866,4.882857
"1073",NA,"PRESENT",-65.129814,-22.248434
"1074",NA,"PRESENT",-64.89963,-22.12664
"1075",NA,"PRESENT",-64.969185,-22.181416
"1076",NA,"PRESENT",-65.021194,-22.23715
"1077",NA,"PRESENT",-65.12253,-22.21591
"1078",NA,"PRESENT",-65.07735,-22.251497
"1079",NA,"PRESENT",-64.92517,-22.28924
"1080",NA,"PRESENT",-65.036316,-22.235437
"1081",NA,"PRESENT",-75.48132,4.639975
"1082",NA,"PRESENT",-66.228836,-25.506834
"1083",NA,"PRESENT",-75.48238,4.936856
"1084",NA,"PRESENT",-75.48234,4.936789
"1085",NA,"PRESENT",-76.58623,-11.732232
"1086",NA,"PRESENT",-75.32848,4.998237
"1087",NA,"PRESENT",-78.23648,-0.50614
"1088",NA,"PRESENT",-64.310265,-23.92192
"1089",NA,"PRESENT",-78.273,-0.485604
"1090",NA,"PRESENT",-72.57915,-14.025538
"1091",NA,"PRESENT",-66.0651,-25.23298
"1092",NA,"PRESENT",-65.4779,-24.413063
"1093",NA,"PRESENT",-65.96874,-26.122606
"1094",NA,"PRESENT",-65.75692,-26.741226
"1095",NA,"PRESENT",-65.22398,-24.806246
"1096",NA,"PRESENT",-64.50673,-21.606398
"1097",NA,"PRESENT",-64.851364,-21.901419
"1098",NA,"PRESENT",-67.632324,-29.088913
"1099",NA,"PRESENT",-64.461075,-24.164347
"1100",NA,"PRESENT",-64.79529,-21.123247
"1101",NA,"PRESENT",-64.54831,-24.316238
"1102",NA,"PRESENT",-75.81859,-12.278327
"1103",NA,"PRESENT",-65.49933,-23.747267
"1104",NA,"PRESENT",-65.602264,-25.118105
"1105",NA,"PRESENT",-72.37645,6.466788
"1106",NA,"PRESENT",-65.60066,-23.672422
"1107",NA,"PRESENT",-65.84382,-25.18891
"1108",NA,"PRESENT",-64.22208,-21.420637
"1109",NA,"PRESENT",-75.386314,4.986756
"1110",NA,"PRESENT",-79.26947,-2.960622
"1111",NA,"PRESENT",-65.77171,-26.739862
"1112",NA,"PRESENT",-65.72232,-26.8048
"1113",NA,"PRESENT",-76.58644,-11.73438
"1114",NA,"PRESENT",-65.23119,-25.26391
"1115",NA,"PRESENT",-75.486435,4.635891
"1116",NA,"PRESENT",-64.46188,-24.164646
"1117",NA,"PRESENT",-78.52343,-0.11649
