"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","sex","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","http...unknown.org.captive","identificationID","name","eventTime","identificationRemarks","individualCount","elevation","elevationAccuracy","samplingProtocol","recordNumber","institutionID","nomenclaturalCode","samplingEffort","verbatimCoordinateSystem","county","municipality","locality","language","type","vernacularName","ownerInstitutionCode","verbatimElevation","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","eventID","habitat","verbatimSRS","higherClassification","projectId","datasetID","georeferencedBy","locationID","parentEventID","organismQuantity","organismQuantityType","preparations","dynamicProperties","eventRemarks","distanceFromCentroidInMeters","otherCatalogNumbers","verbatimTaxonRank","collectionID","georeferenceRemarks","institutionKey","coordinatePrecision","footprintWKT","sampleSizeUnit","sampleSizeValue","fieldNumber","previousIdentifications","locationRemarks","taxonRemarks","fieldNotes","georeferenceSources","bibliographicCitation","disposition","accessRights","waterBody","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","georeferencedDate","collectionKey","organismID","georeferenceProtocol","flags"
"13",13,3881513373,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.667349,-73.988818,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","CO","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:23:48.977+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2022-04-18T21:22:23",31398,"SOUTH_AMERICA","Cundinamarca",2022,2,2,"2022-02-02T15:26:00","2022-07-29T15:59:54.000+00:00","2023-03-29T14:23:48.977+00:00","https://www.inaturalist.org/observations/111974137","http://creativecommons.org/licenses/by-nc/4.0/legalcode","111974137","none","none",FALSE,"iNaturalist research-grade observations","estefaniaramirez_","estefaniaramirez_","WGS84","Mammalia","CO","none","none","Colombia","estefaniaramirez_","111974137","estefaniaramirez_","Coordinate uncertainty increased to 31398m to protect threatened taxon","2022/02/02 3:26 PM -0500","Observations",3881513373,"Cundinamarca, CO","https://www.inaturalist.org/observations/111974137",41657,"111974137","iNaturalist","wild",250450170,"Tremarctos ornatus (F.G.Cuvier, 1825)","15:26:00-05:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlos Villegas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"14",14,3773635500,"Tremarctos ornatus (F.G.Cuvier, 1825)",2.49758,-76.250301,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","CO","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:06:38.490+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2022-05-12T22:29:50",31436,"SOUTH_AMERICA","Cauca",2022,2,10,"2022-02-10T10:00:00","2022-10-02T15:20:17.000+00:00","2023-03-29T14:06:38.490+00:00","https://www.inaturalist.org/observations/116757332","http://creativecommons.org/licenses/by-nc/4.0/legalcode","116757332","none","none",FALSE,"iNaturalist research-grade observations","julisoto","julisoto","WGS84","Mammalia","CO",NA,NA,"Colombia","julisoto","116757332","julisoto","Coordinate uncertainty increased to 31436m to protect threatened taxon","Thu Feb 10 2022 10:00:00 GMT-0500 (GMT-5)","Observations",3773635500,"Cauca, CO","https://www.inaturalist.org/observations/116757332",41657,"116757332","iNaturalist","wild",259700969,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:00:00-05:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Foto: Laura Nova","ORCID","https://orcid.org/0000-0002-8824-0783","ORCID","https://orcid.org/0000-0002-8824-0783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"15",15,3891619313,"Tremarctos ornatus (F.G.Cuvier, 1825)",5.159837,-73.310937,"cdc","db01508a-6289-4796-b58c-17a3f154085e","85aae44a-2a4c-4a3f-92cc-a1a8d27b90fa","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T02:36:54.848+00:00","2023-01-25T10:07:02.748+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT","FEMALE","Adult",2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2022-05-22T00:00:00",NA,"SOUTH_AMERICA","Boyacá",2022,2,10,"2022-02-10T00:00:00",NA,"2023-01-25T10:07:02.748+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","FH:Boyaca:HMP_AES:Fauna_2022:014","none","none",FALSE,NA,"Juan Camilo Muñoz","Juan Camilo Muñoz","WGS84","Mammalia","CO",NA,NA,"Colombia",NA,"FH:Boyaca:HMP_AES:Fauna_2022:014",NA,NA,NA,NA,3891619313,NA,"FH:Boyaca:HMP_AES:Fauna_2022:014",NA,NA,"Fundación Humedales (Fund. Humedales)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:50:00",NA,1,2390,0,NA,NA,"830.068.325-2",NA,NA,"Grados decimales","Chinavita",NA,"Vereda Zanja Arriba","es","MovingImage",NA,NA,NA,NA,"ORCID","https://orcid.org/0000-0002-0003-9285","ORCID","https://orcid.org/0000-0002-0003-9285","FH:Boyaca:HMP_AES:Reg_Fauna_2022_Cam3","Bosque andino","WGS84","Animalia | Chordata | Mammalia | Carnivora | Ursidae | Tremarctos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"17",17,3891619308,"Tremarctos ornatus (F.G.Cuvier, 1825)",5.157711,-73.311357,"cdc","db01508a-6289-4796-b58c-17a3f154085e","85aae44a-2a4c-4a3f-92cc-a1a8d27b90fa","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T02:36:54.848+00:00","2023-01-25T10:07:02.742+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",NA,"Adult",2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2022-05-22T00:00:00",NA,"SOUTH_AMERICA","Boyacá",2022,2,15,"2022-02-15T00:00:00",NA,"2023-01-25T10:07:02.742+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","FH:Boyaca:HMP_AES:Fauna_2022:019","none","none",FALSE,NA,"Juan Camilo Muñoz","Juan Camilo Muñoz","WGS84","Mammalia","CO",NA,NA,"Colombia",NA,"FH:Boyaca:HMP_AES:Fauna_2022:019",NA,NA,NA,NA,3891619308,NA,"FH:Boyaca:HMP_AES:Fauna_2022:019",NA,NA,"Fundación Humedales (Fund. Humedales)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","12:20:00",NA,1,2350,0,NA,NA,"830.068.325-2",NA,NA,"Grados decimales","Chinavita",NA,"Vereda Zanja Arriba","es","MovingImage",NA,NA,NA,NA,"ORCID","https://orcid.org/0000-0002-0003-9285","ORCID","https://orcid.org/0000-0002-0003-9285","FH:Boyaca:HMP_AES:Reg_Fauna_2022_Cam4","Bosque andino","WGS84","Animalia | Chordata | Mammalia | Carnivora | Ursidae | Tremarctos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"18",18,3891619324,"Tremarctos ornatus (F.G.Cuvier, 1825)",5.113944,-73.325093,"cdc","db01508a-6289-4796-b58c-17a3f154085e","85aae44a-2a4c-4a3f-92cc-a1a8d27b90fa","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T02:36:54.848+00:00","2023-01-25T10:07:02.760+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",NA,"Adult",2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2022-05-22T00:00:00",NA,"SOUTH_AMERICA","Boyacá",2022,2,27,"2022-02-27T00:00:00",NA,"2023-01-25T10:07:02.760+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","FH:Boyaca:HMP_AES:Fauna_2022:028","none","none",FALSE,NA,"Juan Camilo Muñoz","Juan Camilo Muñoz","WGS84","Mammalia","CO",NA,NA,"Colombia",NA,"FH:Boyaca:HMP_AES:Fauna_2022:028",NA,NA,NA,NA,3891619324,NA,"FH:Boyaca:HMP_AES:Fauna_2022:028",NA,NA,"Fundación Humedales (Fund. Humedales)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","12:35:00",NA,1,2310,0,NA,NA,"830.068.325-2",NA,NA,"Grados decimales","Garagoa",NA,"Vereda Gúanica Molino","es","MovingImage",NA,NA,NA,NA,"ORCID","https://orcid.org/0000-0002-0003-9285","ORCID","https://orcid.org/0000-0002-0003-9285","FH:Boyaca:HMP_AES:Reg_Fauna_2022_Cam6","Bosque andino","WGS84","Animalia | Chordata | Mammalia | Carnivora | Ursidae | Tremarctos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"19",19,3744049301,"Tremarctos ornatus (F.G.Cuvier, 1825)",1.77558,-76.23966,"","206ade53-4aea-42ec-9d59-a8d6842e24ae","ea573d31-79fd-44f2-ada9-303e820feb4a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T12:16:31.108+00:00","2023-01-24T15:45:17.354+00:00",29,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Huila",2022,2,15,"2022-02-15T00:00:00",NA,"2023-01-24T15:45:17.354+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","OAGR:Fototrampeo_2022:1284","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"OAGR:Fototrampeo_2022:1284",NA,NA,"15/02/2022",NA,3744049301,"Kennedy-P2","OAGR:Fototrampeo_2022:1284",NA,NA,"Alcaldía de Pitalito (PITALITO)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","12:53:21",NA,1,2436,0,"Cámara trampa","1284","891.180.077-0","ICZN","10 cámaras | 16 puntos","Grados, minutos, segundos","Pitalito","Bruselas","Kennedy, P2","es","MovingImage","Oso Andino","Oficina de Ambiente y Gestión del Riesgo","2436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"21",21,3744050164,"Tremarctos ornatus (F.G.Cuvier, 1825)",1.77766,-76.23675,"","206ade53-4aea-42ec-9d59-a8d6842e24ae","ea573d31-79fd-44f2-ada9-303e820feb4a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T12:16:31.108+00:00","2023-01-24T15:45:17.293+00:00",29,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Huila",2022,2,21,"2022-02-21T00:00:00",NA,"2023-01-24T15:45:17.293+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","OAGR:Fototrampeo_2022:1326","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"OAGR:Fototrampeo_2022:1326",NA,NA,"21/02/2022",NA,3744050164,"Kennedy-P1","OAGR:Fototrampeo_2022:1326",NA,NA,"Alcaldía de Pitalito (PITALITO)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","11:35:59",NA,1,2333,0,"Cámara trampa","1326","891.180.077-0","ICZN","10 cámaras | 16 puntos","Grados, minutos, segundos","Pitalito","Bruselas","Kennedy, P1","es","MovingImage","Oso Andino","Oficina de Ambiente y Gestión del Riesgo","2333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"23",23,3991015748,"Tremarctos ornatus (F.G.Cuvier, 1825)",5.402333,-72.720594,"cdround,gass84","61843ae6-3cb0-44e4-bc5e-94d0c3493fdf","ad3f9c5f-5021-45a3-a7c4-3e64895f6f79","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-05T17:11:14.739+00:00","2023-01-24T17:30:26.474+00:00",30,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",NA,"Adult",2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Boyacá",2022,2,23,"2022-02-23T00:00:00",NA,"2023-01-24T17:30:26.474+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","UPTC:Bioboyaca:0065876","none","none",FALSE,NA,NA,"Simón Pineda","WGS84","Mammalia","CO","none","none","Colombia",NA,"UPTC:Bioboyaca:0065876",NA,NA,NA,NA,3991015748,NA,"UPTC:Bioboyaca:0065876",NA,NA,"Universidad Pedagógica y Tecnológica de Colombia (UPTC)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)",NA,NA,1,NA,NA,NA,NA,"891.800.330-1",NA,NA,"Grados, minutos, segundos","Pajarito","Rondón","Vereda Río Grande, Finca los Canelos","es","Event",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Interior de bosque",NA,NA,"BPIN 2020000100003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"24",24,3712641062,"Tremarctos ornatus (F.G.Cuvier, 1825)",7.028384,-73.033824,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","CO","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:31.786+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2022-03-08T21:45:05",31331,"SOUTH_AMERICA","Santander",2022,3,8,"2022-03-08T15:37:08","2022-10-02T15:23:03.000+00:00","2023-03-29T14:05:31.786+00:00","https://www.inaturalist.org/observations/108196234","http://creativecommons.org/licenses/by-nc/4.0/legalcode","108196234","none","none",FALSE,"iNaturalist research-grade observations","Juan Sebastián Quintero","Matthew Inabinett","WGS84","Mammalia","CO","none","none","Colombia","Juan Sebastián Quintero","108196234","jnsco1212","Coordinate uncertainty increased to 31331m to protect threatened taxon","2022-03-08 15:37:08","Observations",3712641062,"Santander, CO","https://www.inaturalist.org/observations/108196234",41657,"108196234","iNaturalist","wild",241157656,"Tremarctos ornatus (F.G.Cuvier, 1825)","15:37:08-05:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"25",25,3742984541,"Tremarctos ornatus (F.G.Cuvier, 1825)",-0.311136,-78.224873,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:33.833+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2022-03-13T15:18:43",31451,"SOUTH_AMERICA","Napo",2022,3,12,"2022-03-12T10:46:42","2023-01-17T21:39:52.000+00:00","2023-03-29T14:05:33.833+00:00","https://www.inaturalist.org/observations/108510091","http://creativecommons.org/licenses/by-nc/4.0/legalcode","108510091","none","none",FALSE,"iNaturalist research-grade observations","David Torres","David Torres","WGS84","Mammalia","EC","none","none","Ecuador","David Torres","108510091","dawicho","Coordinate uncertainty increased to 31451m to protect threatened taxon","2022-03-12 10:46:42","Observations",3742984541,"Ecuador","https://www.inaturalist.org/observations/108510091",41657,"108510091","iNaturalist","wild",241982848,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:46:42-05:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"26",26,3743055143,"Tremarctos ornatus (F.G.Cuvier, 1825)",-0.589178,-78.129108,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:23:11.170+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2022-03-16T00:37:27",31451,"SOUTH_AMERICA","Napo",2022,3,13,"2022-03-13T09:30:00","2022-10-02T15:22:44.000+00:00","2023-03-29T14:23:11.170+00:00","https://www.inaturalist.org/observations/108694340","http://creativecommons.org/licenses/by-nc/4.0/legalcode","108694340","none","none",FALSE,"iNaturalist research-grade observations","jonahpeckham","jonahpeckham","WGS84","Mammalia","EC","none","none","Ecuador","jonahpeckham","108694340","jonahpeckham","Coordinate uncertainty increased to 31451m to protect threatened taxon","Sun Mar 13 2022 09:30:00 GMT-0500 (GMT-5)","Observations",3743055143,"Napo, EC","https://www.inaturalist.org/observations/108694340",41657,"108694340","iNaturalist","wild",242447575,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:30:00-04:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"27",27,3743116237,"Tremarctos ornatus (F.G.Cuvier, 1825)",-0.379081,-78.343227,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:36.428+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,"Adult",2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2022-03-16T20:59:38",31451,"SOUTH_AMERICA","Pichincha",2022,3,6,"2022-03-06T11:33:00","2023-01-10T22:00:23.000+00:00","2023-03-29T14:05:36.428+00:00","https://www.inaturalist.org/observations/108751448","http://creativecommons.org/licenses/by-nc/4.0/legalcode","108751448","none","none",FALSE,"iNaturalist research-grade observations","William Hull","William Hull","WGS84","Mammalia","EC","none","none","Ecuador","William Hull","108751448","mangoverde","Coordinate uncertainty increased to 31451m to protect threatened taxon","2022/03/06 11:33 AM EST","Observations",3743116237,"Pichincha, EC","https://www.inaturalist.org/observations/108751448",41657,"108751448","iNaturalist","wild",242613463,"Tremarctos ornatus (F.G.Cuvier, 1825)","11:33:00-05:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"28",28,3743244293,"Tremarctos ornatus (F.G.Cuvier, 1825)",-0.300432,-78.318433,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:33.774+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU","2022-03-17T00:06:05",31451,"SOUTH_AMERICA","Pichincha",2022,3,13,"2022-03-13T13:59:58","2022-10-02T15:22:18.000+00:00","2023-03-29T14:05:33.774+00:00","https://www.inaturalist.org/observations/108764701","http://creativecommons.org/licenses/by-nc/4.0/legalcode","108764701","none","none",FALSE,"iNaturalist research-grade observations","taopina","taopina","WGS84","Mammalia","EC","none","none","Ecuador","taopina","108764701","taopina","Coordinate uncertainty increased to 31451m to protect threatened taxon","2022-03-13 08:59:58","Observations",3743244293,"Pichincha, EC","https://www.inaturalist.org/observations/108764701",41657,"108764701","iNaturalist","wild",242641297,"Tremarctos ornatus (F.G.Cuvier, 1825)","13:59:58Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
