"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","sex","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","http...unknown.org.captive","identificationID","name","eventTime","identificationRemarks","individualCount","elevation","elevationAccuracy","samplingProtocol","recordNumber","institutionID","nomenclaturalCode","samplingEffort","verbatimCoordinateSystem","county","municipality","locality","language","type","vernacularName","ownerInstitutionCode","verbatimElevation","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","eventID","habitat","verbatimSRS","higherClassification","projectId","datasetID","georeferencedBy","locationID","parentEventID","organismQuantity","organismQuantityType","preparations","dynamicProperties","eventRemarks","distanceFromCentroidInMeters","otherCatalogNumbers","verbatimTaxonRank","collectionID","georeferenceRemarks","institutionKey","coordinatePrecision","footprintWKT","sampleSizeUnit","sampleSizeValue","fieldNumber","previousIdentifications","locationRemarks","taxonRemarks","fieldNotes","georeferenceSources","bibliographicCitation","disposition","accessRights","waterBody","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","georeferencedDate","collectionKey","organismID","georeferenceProtocol","flags"
"6853",6853,2451560893,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.706215,-73.801104,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.915+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:36.915+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5774875796963328","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5774875796963328",NA,NA,NA,NA,2451560893,NA,"5774875796963328",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:33:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Junín",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-04-01_09:33:00_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6854",6854,2451560731,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.680242,-73.762061,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.076+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:37.076+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5779273843474432","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5779273843474432",NA,NA,NA,NA,2451560731,NA,"5779273843474432",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:50:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Frailejón",NA,NA,NA,NA,"2010-04-01_09:50:00_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6855",6855,2451561018,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.670293,-73.761781,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.163+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:37.163+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5796866029518848","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5796866029518848",NA,NA,NA,NA,2451561018,NA,"5796866029518848",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:45:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-04-01_09:45:00_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6856",6856,2451561110,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.714448,-73.787206,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.914+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:36.914+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5810060169052160","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5810060169052160",NA,NA,NA,NA,2451561110,NA,"5810060169052160",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:33:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Junín",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-04-01_09:33:00_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6857",6857,2451561174,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.673258,-73.760775,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.029+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:37.029+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5814458215563264","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5814458215563264",NA,NA,NA,NA,2451561174,NA,"5814458215563264",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:45:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-04-01_09:45:00_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6858",6858,2451561248,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.600818,-73.744749,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.121+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:37.121+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5823254308585472","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5823254308585472",NA,NA,NA,NA,2451561248,NA,"5823254308585472",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","12:43:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Rascadero",NA,NA,NA,NA,"2010-04-01_12:43:00_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6860",6860,2451560829,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.706408,-73.797813,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.195+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:37.195+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5845244541140992","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5845244541140992",NA,NA,NA,NA,2451560829,NA,"5845244541140992",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:33:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Junín",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Frailejón",NA,NA,NA,NA,"2010-04-01_09:33:00_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6861",6861,2451561128,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.648489,-73.737968,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.027+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:37.027+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5849642587652096","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5849642587652096",NA,NA,NA,NA,2451561128,NA,"5849642587652096",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:19:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-04-01_09:19:00_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6862",6862,2451561143,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.6475,-73.730938,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.084+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:37.084+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5867234773696512","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5867234773696512",NA,NA,NA,NA,2451561143,NA,"5867234773696512",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:00:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Frailejón",NA,NA,NA,NA,"2010-04-01_09:00:00_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6863",6863,2451561249,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.665989,-73.752494,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.931+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:36.931+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5884826959740928","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5884826959740928",NA,NA,NA,NA,2451561249,NA,"5884826959740928",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:45:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-04-01_09:45:00_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6864",6864,2451560693,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.56209,-73.744744,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.928+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:36.928+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5893623052763136","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5893623052763136",NA,NA,NA,NA,2451560693,NA,"5893623052763136",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:42:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Pasadero",NA,NA,NA,NA,"2010-04-01_09:42:00_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6865",6865,2451561196,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.560569,-73.743909,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.012+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:37.012+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5902419145785344","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5902419145785344",NA,NA,NA,NA,2451561196,NA,"5902419145785344",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","11:17:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Pasadero",NA,NA,NA,NA,"2010-04-01_11:17:00_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6866",6866,2451560744,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.704335,-73.801891,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.160+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:37.160+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5915613285318656","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5915613285318656",NA,NA,NA,NA,2451560744,NA,"5915613285318656",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:33:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Junín",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-04-01_09:33:00_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6867",6867,2451561108,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.678517,-73.76329,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.984+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,4,1,"2010-04-01T00:00:00",NA,"2023-01-25T09:24:36.984+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5920011331829760","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5920011331829760",NA,NA,NA,NA,2451561108,NA,"5920011331829760",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:50:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Frailejón",NA,NA,NA,NA,"2010-04-01_09:50:00_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
